fecha,REGION,AGLOMERADO,la_rioja_region,desoc,pea,tasa_desoc
2018-Q4,Pampeana,Gran Santa Fe,1. Resto país,6627,222456,2.9790160750890067
2018-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,39550,309432,12.781483492334342
2018-Q4,Pampeana,Rio Cuarto,1. Resto país,6679,82271,8.118291986240594
2018-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,9632,85476,11.268660208713557
2018-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,5309,52571,10.098723630899165
2018-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,2664,91309,2.9175656287989136
2018-Q4,Patagonica,Neuquen - Plottier,1. Resto país,6333,132803,4.768717574151187
2018-Q4,Patagonica,Rawson - Trelew,1. Resto país,6313,65259,9.673761473513231
2018-Q4,Patagonica,Rio Gallegos,1. Resto país,4758,52776,9.015461573442474
2018-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,4570,66209,6.902384872147291
2018-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,2338,38622,6.05354461187924
2019-Q1,Cuyo,Gran Mendoza,1. Resto país,39520,472834,8.358112995258377
2019-Q1,Cuyo,Gran San Juan,1. Resto país,6871,217164,3.1639682451971782
2019-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,2136,104212,2.0496679844931487
2019-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,119853,1665045,7.198183832869382
2019-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,704687,5742782,12.270829712846492
2019-Q1,Nordeste,Corrientes,1. Resto país,11366,160894,7.064278344748716
2019-Q1,Nordeste,Formosa,1. Resto país,3571,87187,4.095794097743929
2019-Q1,Nordeste,Gran Resistencia,1. Resto país,1646,140143,1.1745146029412814
2019-Q1,Nordeste,Posadas,1. Resto país,7970,161642,4.930649212457158
2019-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,9378,98912,9.481154966030411
2019-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,41797,395572,10.56621803363231
2019-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,17973,157997,11.37553244681861
2019-Q1,Noroeste,La Rioja,3. La Rioja,6684,98604,6.778629670195935
2019-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,11075,168626,6.567789071673408
2019-Q1,Noroeste,Salta,2. NOA-Resto,28221,286185,9.861103831437706
2019-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,12711,151749,8.376331969238677
2019-Q1,Pampeana,Concordia,1. Resto país,6697,63579,10.533352207489894
2019-Q1,Pampeana,Gran Cordoba,1. Resto país,84480,744545,11.346527073581852
2019-Q1,Pampeana,Gran La Plata,1. Resto país,46098,426582,10.806363137685135
2019-Q1,Pampeana,Gran Parana,1. Resto país,6519,116885,5.577276810540275
2019-Q1,Pampeana,Gran Rosario,1. Resto país,72676,619645,11.728651082474641
2019-Q1,Pampeana,Gran Santa Fe,1. Resto país,11863,216830,5.471106396716322
2019-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,32275,319851,10.09063595236532
2019-Q1,Pampeana,Rio Cuarto,1. Resto país,5977,83628,7.147127756253886
2019-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,8923,83390,10.700323779829715
2019-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,5935,56065,10.585927048961027
2019-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,1675,84944,1.97188736108495
2019-Q1,Patagonica,Neuquen - Plottier,1. Resto país,4739,135672,3.49298307683236
2019-Q1,Patagonica,Rawson - Trelew,1. Resto país,7839,63921,12.263575350823674
2019-Q1,Patagonica,Rio Gallegos,1. Resto país,5839,54703,10.674003253934885
2019-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,9383,71971,13.037195537091328
2019-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,1736,33671,5.155772029342757
2019-Q2,Cuyo,Gran Mendoza,1. Resto país,42046,479006,8.77776061260193
2019-Q2,Cuyo,Gran San Juan,1. Resto país,4805,210038,2.2876812767213552
2019-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,3327,102261,3.2534397277554494
2019-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,158101,1719459,9.194810693363435
2019-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,739581,5835521,12.673778399563638
2019-Q2,Nordeste,Corrientes,1. Resto país,8244,158728,5.193790635552643
2019-Q2,Nordeste,Formosa,1. Resto país,4815,88300,5.453001132502831
2019-Q2,Nordeste,Gran Resistencia,1. Resto país,2976,145283,2.0484158504436167
2019-Q2,Nordeste,Posadas,1. Resto país,4647,161110,2.8843647197566877
2019-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,8704,93305,9.328546165800331
2019-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,44049,410904,10.720022194965248
2019-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,12147,161938,7.501018908471144
2019-Q2,Noroeste,La Rioja,3. La Rioja,7207,97541,7.388687833833978
2019-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,5449,166086,3.2808304131594475
2019-Q2,Noroeste,Salta,2. NOA-Resto,37779,298511,12.65581502859191
2019-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,14327,151409,9.462449392044066
2019-Q2,Pampeana,Concordia,1. Resto país,6467,62464,10.353163422131148
2019-Q2,Pampeana,Gran Cordoba,1. Resto país,99024,756219,13.094619415804152
2019-Q2,Pampeana,Gran La Plata,1. Resto país,45863,436601,10.504556792128282
2019-Q2,Pampeana,Gran Parana,1. Resto país,10642,130362,8.16342185606235
2019-Q2,Pampeana,Gran Rosario,1. Resto país,66294,625141,10.604647591503356
2019-Q2,Pampeana,Gran Santa Fe,1. Resto país,16232,218593,7.425672368282607
2019-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,42068,313733,13.408854025556764
2019-Q2,Pampeana,Rio Cuarto,1. Resto país,5189,84149,6.166442857312624
2019-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,8462,81811,10.34335236092946
2019-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,6428,57327,11.21286653758264
2019-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,5472,91052,6.009752668804639
2019-Q2,Patagonica,Neuquen - Plottier,1. Resto país,7888,146440,5.386506419011199
2019-Q2,Patagonica,Rawson - Trelew,1. Resto país,6161,66087,9.322559656210752
2019-Q2,Patagonica,Rio Gallegos,1. Resto país,5326,56407,9.442090520680058
2019-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,6769,72129,9.3845748589333
2019-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,1404,33371,4.207245812232178
2019-Q3,Cuyo,Gran Mendoza,1. Resto país,42251,489352,8.634071179846
2019-Q3,Cuyo,Gran San Juan,1. Resto país,6686,220206,3.0362478769879115
2019-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,4174,107724,3.874716869035684
2019-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,134146,1705640,7.864848385356817
2019-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,681643,5654956,12.053904575031178
2019-Q3,Nordeste,Corrientes,1. Resto país,10079,158607,6.35470061220501
2019-Q3,Nordeste,Formosa,1. Resto país,3600,82797,4.347983622595022
2019-Q3,Nordeste,Posadas,1. Resto país,5058,165248,3.060853989155693
2019-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,9065,95914,9.451175010947308
2019-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,47628,428287,11.120580358497923
2019-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,7427,154338,4.812165506874522
2019-Q3,Noroeste,La Rioja,3. La Rioja,5510,93065,5.9205931338311935
2019-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,9554,173730,5.499338053301099
2019-Q3,Noroeste,Salta,2. NOA-Resto,26652,302377,8.814162452832061
2019-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,11108,139078,7.9868850573059715
2019-Q3,Pampeana,Concordia,1. Resto país,6049,64433,9.38804649791256
2019-Q3,Pampeana,Gran Cordoba,1. Resto país,85678,776502,11.033841509744985
2019-Q3,Pampeana,Gran La Plata,1. Resto país,36697,439222,8.355000432583068
2019-Q3,Pampeana,Gran Parana,1. Resto país,7140,126017,5.665902219541808
2019-Q3,Pampeana,Gran Rosario,1. Resto país,52787,608115,8.680430510676434
2019-Q3,Pampeana,Gran Santa Fe,1. Resto país,11163,223817,4.987556798634599
2019-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,33017,323478,10.206876510921918
2019-Q3,Pampeana,Rio Cuarto,1. Resto país,3639,80512,4.5198231319554845
2019-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,9629,84216,11.433694309869859
2019-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,6417,59389,10.80503123474044
2019-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,4050,95842,4.225704805826256
2019-Q3,Patagonica,Neuquen - Plottier,1. Resto país,8757,140923,6.214031776218219
2019-Q3,Patagonica,Rawson - Trelew,1. Resto país,6086,67128,9.066261470623287
2019-Q3,Patagonica,Rio Gallegos,1. Resto país,3570,54596,6.5389405817276
2019-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,7231,69871,10.349071861000986
2019-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,871,35485,2.4545582640552346
2019-Q4,Cuyo,Gran Mendoza,1. Resto país,36756,500404,7.345265025859106
2019-Q4,Cuyo,Gran San Juan,1. Resto país,8042,231128,3.479457270430238
2019-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,3154,107515,2.9335441566293077
2019-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,115891,1674699,6.920109225598152
2019-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,626671,5783334,10.835808549186336
2019-Q4,Nordeste,Corrientes,1. Resto país,8389,160405,5.229886848913687
2019-Q4,Nordeste,Formosa,1. Resto país,3437,86054,3.994003765077742
2019-Q4,Nordeste,Gran Resistencia,1. Resto país,13396,180319,7.429056283586311
2019-Q4,Nordeste,Posadas,1. Resto país,4592,159952,2.8708612583775133
2019-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,7606,100844,7.542342628217841
2019-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,39466,405465,9.73351583983821
2019-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,10877,160992,6.756236334724706
2019-Q4,Noroeste,La Rioja,3. La Rioja,4620,92314,5.0046580150356395
2019-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,8564,164670,5.2007044391813935
2019-Q4,Noroeste,Salta,2. NOA-Resto,31087,300905,10.331167644273108
2019-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,10181,142192,7.160037132890739
2019-Q4,Pampeana,Concordia,1. Resto país,6100,66921,9.115225415041618
2019-Q4,Pampeana,Gran Cordoba,1. Resto país,69555,729285,9.537423640963409
2019-Q4,Pampeana,Gran La Plata,1. Resto país,32307,417574,7.736832274040051
2019-Q4,Pampeana,Gran Parana,1. Resto país,5536,123309,4.489534421656165
2019-Q4,Pampeana,Gran Rosario,1. Resto país,52709,608364,8.664056387294448
2019-Q4,Pampeana,Gran Santa Fe,1. Resto país,12744,232378,5.484168036561121
2019-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,35935,323320,11.114375850550537
2019-Q4,Pampeana,Rio Cuarto,1. Resto país,4699,82442,5.699764683049901
2019-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,8572,86630,9.894955558120744
2019-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,4616,55714,8.28517069318304
2019-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,3279,97358,3.3679820867314447
2019-Q4,Patagonica,Neuquen - Plottier,1. Resto país,8016,139423,5.749410068640038
2019-Q4,Patagonica,Rawson - Trelew,1. Resto país,7175,66106,10.85378029225789
2019-Q4,Patagonica,Rio Gallegos,1. Resto país,3235,50409,6.417504810648893
2019-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,6805,71721,9.488155491418134
2019-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,1572,33557,4.684566558393182
2020-Q1,Cuyo,Gran Mendoza,1. Resto país,50403,516736,9.754110416150606
2020-Q1,Cuyo,Gran San Juan,1. Resto país,7354,223986,3.283240916843017
2020-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,2957,106065,2.7879130721727243
2020-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,145593,1706777,8.5302883739352
2020-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,711769,5758026,12.361337027654963
2020-Q1,Nordeste,Corrientes,1. Resto país,6341,156388,4.054658925237231
2020-Q1,Nordeste,Formosa,1. Resto país,3588,89077,4.027975796221247
2020-Q1,Nordeste,Gran Resistencia,1. Resto país,18788,192228,9.773810266974635
2020-Q1,Nordeste,Posadas,1. Resto país,3777,160050,2.3598875351452673
2020-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,8508,99128,8.582842385602452
2020-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,52259,399606,13.07763146699499
2020-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,13032,158739,8.209702719558521
2020-Q1,Noroeste,La Rioja,3. La Rioja,2458,91750,2.6790190735694823
2020-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,11566,164303,7.039433242241469
2020-Q1,Noroeste,Salta,2. NOA-Resto,32233,302302,10.662516291655365
2020-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,10272,147405,6.968556019130966
2020-Q1,Pampeana,Concordia,1. Resto país,6822,64922,10.507994208434738
2020-Q1,Pampeana,Gran Cordoba,1. Resto país,79168,731109,10.828481115674954
2020-Q1,Pampeana,Gran La Plata,1. Resto país,35581,396531,8.973068940385494
2020-Q1,Pampeana,Gran Parana,1. Resto país,7974,124040,6.428571428571428
2020-Q1,Pampeana,Gran Rosario,1. Resto país,81659,635053,12.858611800904807
2020-Q1,Pampeana,Gran Santa Fe,1. Resto país,14174,227822,6.221523821228854
2020-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,32613,313582,10.400150518843557
2020-Q1,Pampeana,Rio Cuarto,1. Resto país,7060,84063,8.398463057468804
2020-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,9673,84163,11.493173960053706
2020-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,5587,56889,9.820879256095202
2020-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,5404,93583,5.7745530705363155
2020-Q1,Patagonica,Neuquen - Plottier,1. Resto país,8963,137384,6.524049379840448
2020-Q1,Patagonica,Rawson - Trelew,1. Resto país,6131,64522,9.502185301137596
2020-Q1,Patagonica,Rio Gallegos,1. Resto país,3033,53514,5.667675748402287
2020-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,8558,69225,12.362585771036477
2020-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,820,30350,2.701812191103789
2020-Q2,Cuyo,Gran Mendoza,1. Resto país,69441,453795,15.302284071001223
2020-Q2,Cuyo,Gran San Juan,1. Resto país,12762,195555,6.526041267162691
2020-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,2414,91495,2.638395540739931
2020-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,155098,1400928,11.07109002032938
2020-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,607365,4393938,13.82279404033466
2020-Q2,Nordeste,Corrientes,1. Resto país,10901,133766,8.149305503640687
2020-Q2,Nordeste,Formosa,1. Resto país,4321,76097,5.678279038595477
2020-Q2,Nordeste,Gran Resistencia,1. Resto país,9834,160357,6.132566710527136
2020-Q2,Nordeste,Posadas,1. Resto país,12786,155986,8.196889464439117
2020-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,7825,86241,9.073410558782946
2020-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,32500,311290,10.440425326865624
2020-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,9735,138278,7.040165463775871
2020-Q2,Noroeste,La Rioja,3. La Rioja,4380,86836,5.043990971486481
2020-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,2448,133597,1.8323764755196599
2020-Q2,Noroeste,Salta,2. NOA-Resto,34468,248080,13.89390519187359
2020-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,10501,118170,8.886350173478887
2020-Q2,Pampeana,Concordia,1. Resto país,6088,61217,9.944949932208374
2020-Q2,Pampeana,Gran Cordoba,1. Resto país,129867,678781,19.132385850517323
2020-Q2,Pampeana,Gran La Plata,1. Resto país,33393,349769,9.54715826731357
2020-Q2,Pampeana,Gran Parana,1. Resto país,11844,105276,11.250427447851362
2020-Q2,Pampeana,Gran Rosario,1. Resto país,101509,568567,17.853480768317542
2020-Q2,Pampeana,Gran Santa Fe,1. Resto país,41439,203972,20.316023767968154
2020-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,64967,249561,26.032513092991294
2020-Q2,Pampeana,Rio Cuarto,1. Resto país,12196,78918,15.454015560455156
2020-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,5506,61749,8.916743590989327
2020-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,3454,45601,7.57439529834872
2020-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,5027,76954,6.53247394547392
2020-Q2,Patagonica,Neuquen - Plottier,1. Resto país,16147,120048,13.450453152072505
2020-Q2,Patagonica,Rawson - Trelew,1. Resto país,2299,59828,3.8426823560874506
2020-Q2,Patagonica,Rio Gallegos,1. Resto país,2252,47906,4.700872542061537
2020-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,13087,59412,22.027536524607825
2020-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,737,30703,2.4004168973715925
2020-Q3,Cuyo,Gran Mendoza,1. Resto país,39208,479996,8.168401403345028
2020-Q3,Cuyo,Gran San Juan,1. Resto país,14639,220811,6.629651602501687
2020-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,2515,99436,2.5292650549096907
2020-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,150095,1437048,10.44467547360979
2020-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,730052,4946685,14.758408914252676
2020-Q3,Nordeste,Corrientes,1. Resto país,11556,153175,7.544312061367717
2020-Q3,Nordeste,Formosa,1. Resto país,2866,76974,3.72333515212929
2020-Q3,Nordeste,Gran Resistencia,1. Resto país,15143,171728,8.818014534612876
2020-Q3,Nordeste,Posadas,1. Resto país,11763,163053,7.214218689628525
2020-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,6096,90275,6.75270008307948
2020-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,39115,354582,11.031298825095465
2020-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,7140,140601,5.078200012802185
2020-Q3,Noroeste,La Rioja,3. La Rioja,7415,92976,7.97517638960592
2020-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,6457,165497,3.901581297546179
2020-Q3,Noroeste,Salta,2. NOA-Resto,31271,286289,10.922878629636486
2020-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,8640,134282,6.434220520993134
2020-Q3,Pampeana,Concordia,1. Resto país,8428,64280,13.111387678904793
2020-Q3,Pampeana,Gran Cordoba,1. Resto país,111161,777536,14.296572763190385
2020-Q3,Pampeana,Gran La Plata,1. Resto país,27005,383854,7.035226935241003
2020-Q3,Pampeana,Gran Parana,1. Resto país,9467,121740,7.7764087399375725
2020-Q3,Pampeana,Gran Rosario,1. Resto país,68388,615361,11.113476479659907
2020-Q3,Pampeana,Gran Santa Fe,1. Resto país,22292,234451,9.508170150692468
2020-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,35358,269009,13.143798162886744
2020-Q3,Pampeana,Rio Cuarto,1. Resto país,9941,81330,12.223041927947866
2020-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,7761,74025,10.484295845997973
2020-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,6033,55466,10.87693361699059
2020-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,2153,95719,2.249292199040943
2020-Q3,Patagonica,Neuquen - Plottier,1. Resto país,15220,139526,10.90836116566088
2020-Q3,Patagonica,Rawson - Trelew,1. Resto país,4766,63347,7.5236396356575685
2020-Q3,Patagonica,Rio Gallegos,1. Resto país,1568,50679,3.093983701335859
2020-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,1122,32752,3.4257449926722034
2020-Q4,Cuyo,Gran Mendoza,1. Resto país,53946,509560,10.586780752021351
2020-Q4,Cuyo,Gran San Juan,1. Resto país,12294,237375,5.17914691943128
2020-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,5170,106286,4.864234235929473
2020-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,110810,1541106,7.190290609471379
2020-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,762376,5412150,14.08637971970474
2020-Q4,Nordeste,Corrientes,1. Resto país,10217,152661,6.692606494127511
2020-Q4,Nordeste,Formosa,1. Resto país,3414,81401,4.194051670126902
2020-Q4,Nordeste,Gran Resistencia,1. Resto país,9316,175559,5.306478164036022
2020-Q4,Nordeste,Posadas,1. Resto país,10927,171845,6.358637143937851
2020-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,5879,96727,6.077930670857155
2020-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,36964,390909,9.455909175792831
2020-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,6047,150117,4.028191344084947
2020-Q4,Noroeste,La Rioja,3. La Rioja,4016,92462,4.343405939737406
2020-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,6517,165839,3.9297149645137752
2020-Q4,Noroeste,Salta,2. NOA-Resto,25667,286058,8.972655894958365
2020-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,14704,151515,9.704649704649706
2020-Q4,Pampeana,Concordia,1. Resto país,5523,64099,8.616359069564268
2020-Q4,Pampeana,Gran Cordoba,1. Resto país,97582,750411,13.003807246962
2020-Q4,Pampeana,Gran La Plata,1. Resto país,39440,431516,9.139869668795596
2020-Q4,Pampeana,Gran Parana,1. Resto país,4640,116479,3.9835506829557255
2020-Q4,Pampeana,Gran Rosario,1. Resto país,84204,618614,13.61171910108727
2020-Q4,Pampeana,Gran Santa Fe,1. Resto país,18784,240526,7.809550734639914
2020-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,34256,308863,11.091001511997229
2020-Q4,Pampeana,Rio Cuarto,1. Resto país,7599,82403,9.221751635255998
2020-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,7585,80078,9.472014785584056
2020-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,6538,58424,11.190606600027387
2020-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,3236,98525,3.2844455721897994
2020-Q4,Patagonica,Neuquen - Plottier,1. Resto país,11592,138508,8.369191671239207
2020-Q4,Patagonica,Rawson - Trelew,1. Resto país,3781,70161,5.389033793703055
2020-Q4,Patagonica,Rio Gallegos,1. Resto país,3604,53059,6.792438606080024
2020-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,9440,73810,12.789594905839316
2020-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,2086,34757,6.001668728601433
2021-Q1,Cuyo,Gran Mendoza,1. Resto país,42682,521767,8.180279703392511
2021-Q1,Cuyo,Gran San Juan,1. Resto país,9742,222262,4.383115422339402
2021-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,3690,104156,3.5427627789085605
2021-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,119063,1516335,7.852024783441654
2021-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,679857,5731234,11.862314468402442
2021-Q1,Nordeste,Corrientes,1. Resto país,16652,167750,9.926676602086438
2021-Q1,Nordeste,Formosa,1. Resto país,3400,84606,4.01862752050682
2021-Q1,Nordeste,Gran Resistencia,1. Resto país,7818,166101,4.706774793649647
2021-Q1,Nordeste,Posadas,1. Resto país,8595,174827,4.9162886739462435
2021-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,6658,98346,6.769975393000224
2021-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,58346,404538,14.422872511358637
2021-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,11876,161022,7.3753896983020955
2021-Q1,Noroeste,La Rioja,3. La Rioja,5486,94403,5.811255998220396
2021-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,6922,170619,4.056992480321652
2021-Q1,Noroeste,Salta,2. NOA-Resto,31977,302076,10.585746633297582
2021-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,13883,150715,9.21142553826759
2021-Q1,Pampeana,Concordia,1. Resto país,4933,65893,7.486379433323721
2021-Q1,Pampeana,Gran Cordoba,1. Resto país,115335,777000,14.843629343629344
2021-Q1,Pampeana,Gran La Plata,1. Resto país,23785,408822,5.817935434003062
2021-Q1,Pampeana,Gran Parana,1. Resto país,5537,125431,4.414379220447896
2021-Q1,Pampeana,Gran Rosario,1. Resto país,71321,654817,10.891745327320459
2021-Q1,Pampeana,Gran Santa Fe,1. Resto país,22289,247811,8.994354568602684
2021-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,28968,307875,9.409013398294762
2021-Q1,Pampeana,Rio Cuarto,1. Resto país,5854,86597,6.760049424344953
2021-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,6410,74351,8.621269384406396
2021-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,5672,59646,9.50943902357241
2021-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,4269,96133,4.4407227486919165
2021-Q1,Patagonica,Neuquen - Plottier,1. Resto país,14740,134856,10.930177374384527
2021-Q1,Patagonica,Rawson - Trelew,1. Resto país,3918,64542,6.070465743236962
2021-Q1,Patagonica,Rio Gallegos,1. Resto país,4714,52221,9.02701978131403
2021-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,9449,76905,12.286587348026787
2021-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,1308,33479,3.906926730189074
2021-Q2,Cuyo,Gran Mendoza,1. Resto país,45442,532675,8.530905336274463
2021-Q2,Cuyo,Gran San Juan,1. Resto país,11215,229250,4.892039258451472
2021-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,2537,105392,2.4072035828146348
2021-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,140426,1559146,9.006597201288399
2021-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,588768,5594174,10.524663694765305
2021-Q2,Nordeste,Corrientes,1. Resto país,9714,161573,6.012143117971443
2021-Q2,Nordeste,Formosa,1. Resto país,4220,86504,4.878387126606862
2021-Q2,Nordeste,Gran Resistencia,1. Resto país,13717,177742,7.71736561983099
2021-Q2,Nordeste,Posadas,1. Resto país,9235,181550,5.08675296061691
2021-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,5834,93251,6.2562331771241055
2021-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,48331,390953,12.362355577268879
