jurisdiccion,fecha,empresas
Mendoza,2022-08-01,21373
Mendoza,2022-09-01,21491
Mendoza,2022-10-01,21532
Mendoza,2022-11-01,21599
Mendoza,2022-12-01,21577
Mendoza,2023-01-01,21879
Mendoza,2023-02-01,21790
Mendoza,2023-03-01,21793
Mendoza,2023-04-01,21802
Mendoza,2023-05-01,21738
Mendoza,2023-06-01,21734
Mendoza,2023-07-01,21605
Mendoza,2023-08-01,21703
Mendoza,2023-09-01,21683
Mendoza,2023-10-01,21764
Mendoza,2023-11-01,21640
Mendoza,2023-12-01,21729
Mendoza,2024-01-01,21775
Mendoza,2024-02-01,21596
Mendoza,2024-03-01,21586
Mendoza,2024-04-01,21495
Mendoza,2024-05-01,21363
Mendoza,2024-06-01,21222
Mendoza,2024-07-01,21210
Mendoza,2024-08-01,21220
Mendoza,2024-09-01,21232
Mendoza,2024-10-01,21219
Mendoza,2024-11-01,21145
Mendoza,2024-12-01,21132
Mendoza,2025-01-01,21133
Mendoza,2025-02-01,21033
Mendoza,2025-03-01,21012
Mendoza,2025-04-01,21015
Mendoza,2025-05-01,20944
Mendoza,2025-06-01,20868
Mendoza,2025-07-01,20772
Mendoza,2025-08-01,20779
Mendoza,2025-09-01,20742
Mendoza,2025-10-01,20778
Mendoza,2025-11-01,20697
Mendoza,2025-12-01,20656
Mendoza,2026-01-01,20511
Mendoza,2026-02-01,20462
Mendoza,2026-03-01,20398
Misiones,2015-01-01,8865
Misiones,2015-02-01,8798
Misiones,2015-03-01,8842
Misiones,2015-04-01,8882
Misiones,2015-05-01,8952
Misiones,2015-06-01,9047
Misiones,2015-07-01,9114
Misiones,2015-08-01,9121
Misiones,2015-09-01,9150
Misiones,2015-10-01,9094
Misiones,2015-11-01,9049
Misiones,2015-12-01,8961
Misiones,2016-01-01,8944
Misiones,2016-02-01,8871
Misiones,2016-03-01,8927
Misiones,2016-04-01,8948
Misiones,2016-05-01,8972
Misiones,2016-06-01,9000
Misiones,2016-07-01,9030
Misiones,2016-08-01,9041
Misiones,2016-09-01,9085
Misiones,2016-10-01,9034
Misiones,2016-11-01,8995
Misiones,2016-12-01,8977
Misiones,2017-01-01,8948
Misiones,2017-02-01,8915
Misiones,2017-03-01,8890
Misiones,2017-04-01,8961
Misiones,2017-05-01,9011
Misiones,2017-06-01,9162
Misiones,2017-07-01,9192
Misiones,2017-08-01,9211
Misiones,2017-09-01,9176
Misiones,2017-10-01,9113
Misiones,2017-11-01,9064
Misiones,2017-12-01,9081
Misiones,2018-01-01,9033
Misiones,2018-02-01,8997
Misiones,2018-03-01,9052
Misiones,2018-04-01,9139
Misiones,2018-05-01,9225
Misiones,2018-06-01,9283
Misiones,2018-07-01,9285
Misiones,2018-08-01,9241
Misiones,2018-09-01,9206
Misiones,2018-10-01,9125
Misiones,2018-11-01,9018
Misiones,2018-12-01,9012
Misiones,2019-01-01,8985
Misiones,2019-02-01,8901
Misiones,2019-03-01,8895
Misiones,2019-04-01,8933
Misiones,2019-05-01,9063
Misiones,2019-06-01,9097
Misiones,2019-07-01,9088
Misiones,2019-08-01,9063
Misiones,2019-09-01,9043
Misiones,2019-10-01,8918
Misiones,2019-11-01,8823
Misiones,2019-12-01,8768
Misiones,2020-01-01,8802
Misiones,2020-02-01,8677
Misiones,2020-03-01,8687
Misiones,2020-04-01,8770
Misiones,2020-05-01,8798
Misiones,2020-06-01,8888
Misiones,2020-07-01,8900
Misiones,2020-08-01,8901
Misiones,2020-09-01,8870
Misiones,2020-10-01,8808
Misiones,2020-11-01,8713
Misiones,2020-12-01,8721
Misiones,2021-01-01,8730
Misiones,2021-02-01,8676
Misiones,2021-03-01,8709
Misiones,2021-04-01,8835
Misiones,2021-05-01,8942
Misiones,2021-06-01,8973
Misiones,2021-07-01,9008
Misiones,2021-08-01,9044
Misiones,2021-09-01,9011
Misiones,2021-10-01,8934
Misiones,2021-11-01,8868
Misiones,2021-12-01,8896
Misiones,2022-01-01,8941
Misiones,2022-02-01,8900
Misiones,2022-03-01,8968
Misiones,2022-04-01,9062
Misiones,2022-05-01,9099
Misiones,2022-06-01,9262
Misiones,2022-07-01,9387
Misiones,2022-08-01,9440
Misiones,2022-09-01,9457
Misiones,2022-10-01,9404
Misiones,2022-11-01,9398
Misiones,2022-12-01,9472
Misiones,2023-01-01,9569
Misiones,2023-02-01,9577
Misiones,2023-03-01,9620
Misiones,2023-04-01,9695
Misiones,2023-05-01,9684
Misiones,2023-06-01,9838
Misiones,2023-07-01,9911
Misiones,2023-08-01,9943
Misiones,2023-09-01,9963
Misiones,2023-10-01,9808
Misiones,2023-11-01,9627
Misiones,2023-12-01,9657
Misiones,2024-01-01,9658
Misiones,2024-02-01,9532
Misiones,2024-03-01,9421
Misiones,2024-04-01,9394
Misiones,2024-05-01,9458
Misiones,2024-06-01,9465
Misiones,2024-07-01,9470
Misiones,2024-08-01,9497
Misiones,2024-09-01,9453
Misiones,2024-10-01,9292
Misiones,2024-11-01,9181
Misiones,2024-12-01,9151
Misiones,2025-01-01,9186
Misiones,2025-02-01,9141
Misiones,2025-03-01,9145
Misiones,2025-04-01,9197
Misiones,2025-05-01,9326
Misiones,2025-06-01,9406
Misiones,2025-07-01,9394
Misiones,2025-08-01,9292
Misiones,2025-09-01,9217
Misiones,2025-10-01,9034
Misiones,2025-11-01,8817
Misiones,2025-12-01,8749
Misiones,2026-01-01,8684
Misiones,2026-02-01,8581
Misiones,2026-03-01,8549
Neuquén,2015-01-01,8288
Neuquén,2015-02-01,8378
Neuquén,2015-03-01,8415
Neuquén,2015-04-01,8382
Neuquén,2015-05-01,8408
Neuquén,2015-06-01,8400
Neuquén,2015-07-01,8467
Neuquén,2015-08-01,8590
Neuquén,2015-09-01,8657
Neuquén,2015-10-01,8657
Neuquén,2015-11-01,8649
Neuquén,2015-12-01,8633
Neuquén,2016-01-01,8640
Neuquén,2016-02-01,8681
Neuquén,2016-03-01,8677
Neuquén,2016-04-01,8641
Neuquén,2016-05-01,8574
Neuquén,2016-06-01,8523
Neuquén,2016-07-01,8523
Neuquén,2016-08-01,8614
Neuquén,2016-09-01,8659
Neuquén,2016-10-01,8676
Neuquén,2016-11-01,8657
Neuquén,2016-12-01,8629
Neuquén,2017-01-01,8601
Neuquén,2017-02-01,8678
Neuquén,2017-03-01,8651
Neuquén,2017-04-01,8600
Neuquén,2017-05-01,8527
Neuquén,2017-06-01,8533
Neuquén,2017-07-01,8591
Neuquén,2017-08-01,8657
Neuquén,2017-09-01,8664
Neuquén,2017-10-01,8681
Neuquén,2017-11-01,8695
Neuquén,2017-12-01,8710
Neuquén,2018-01-01,8665
Neuquén,2018-02-01,8706
Neuquén,2018-03-01,8730
Neuquén,2018-04-01,8676
Neuquén,2018-05-01,8618
Neuquén,2018-06-01,8543
Neuquén,2018-07-01,8563
Neuquén,2018-08-01,8635
Neuquén,2018-09-01,8661
Neuquén,2018-10-01,8602
Neuquén,2018-11-01,8614
Neuquén,2018-12-01,8612
Neuquén,2019-01-01,8639
Neuquén,2019-02-01,8735
Neuquén,2019-03-01,8784
Neuquén,2019-04-01,8671
Neuquén,2019-05-01,8656
Neuquén,2019-06-01,8630
Neuquén,2019-07-01,8614
Neuquén,2019-08-01,8688
Neuquén,2019-09-01,8734
Neuquén,2019-10-01,8746
Neuquén,2019-11-01,8705
Neuquén,2019-12-01,8707
Neuquén,2020-01-01,8738
Neuquén,2020-02-01,8777
Neuquén,2020-03-01,8766
Neuquén,2020-04-01,8733
Neuquén,2020-05-01,8610
Neuquén,2020-06-01,8541
Neuquén,2020-07-01,8528
Neuquén,2020-08-01,8487
Neuquén,2020-09-01,8480
Neuquén,2020-10-01,8528
Neuquén,2020-11-01,8519
Neuquén,2020-12-01,8470
Neuquén,2021-01-01,8487
Neuquén,2021-02-01,8473
Neuquén,2021-03-01,8477
Neuquén,2021-04-01,8458
Neuquén,2021-05-01,8444
Neuquén,2021-06-01,8429
Neuquén,2021-07-01,8438
Neuquén,2021-08-01,8481
Neuquén,2021-09-01,8457
Neuquén,2021-10-01,8527
Neuquén,2021-11-01,8541
Neuquén,2021-12-01,8568
Neuquén,2022-01-01,8650
Neuquén,2022-02-01,8744
Neuquén,2022-03-01,8748
Neuquén,2022-04-01,8726
Neuquén,2022-05-01,8729
Neuquén,2022-06-01,8747
Neuquén,2022-07-01,8779
Neuquén,2022-08-01,8826
Neuquén,2022-09-01,8856
Neuquén,2022-10-01,8915
Neuquén,2022-11-01,8932
Neuquén,2022-12-01,8919
Neuquén,2023-01-01,9012
Neuquén,2023-02-01,9006
Neuquén,2023-03-01,9053
Neuquén,2023-04-01,9052
Neuquén,2023-05-01,9034
Neuquén,2023-06-01,9007
Neuquén,2023-07-01,9022
Neuquén,2023-08-01,9095
Neuquén,2023-09-01,9123
Neuquén,2023-10-01,9125
Neuquén,2023-11-01,9084
Neuquén,2023-12-01,9160
Neuquén,2024-01-01,9175
Neuquén,2024-02-01,9164
Neuquén,2024-03-01,9157
Neuquén,2024-04-01,9108
Neuquén,2024-05-01,9094
Neuquén,2024-06-01,9114
Neuquén,2024-07-01,9093
Neuquén,2024-08-01,9174
Neuquén,2024-09-01,9204
Neuquén,2024-10-01,9196
Neuquén,2024-11-01,9176
Neuquén,2024-12-01,9176
Neuquén,2025-01-01,9224
Neuquén,2025-02-01,9226
Neuquén,2025-03-01,9259
Neuquén,2025-04-01,9237
Neuquén,2025-05-01,9215
Neuquén,2025-06-01,9191
Neuquén,2025-07-01,9173
Neuquén,2025-08-01,9237
Neuquén,2025-09-01,9270
Neuquén,2025-10-01,9259
Neuquén,2025-11-01,9258
Neuquén,2025-12-01,9228
Neuquén,2026-01-01,9217
Neuquén,2026-02-01,9274
Neuquén,2026-03-01,9265
Río Negro,2015-01-01,9862
Río Negro,2015-02-01,10114
Río Negro,2015-03-01,10141
Río Negro,2015-04-01,9977
Río Negro,2015-05-01,9901
Río Negro,2015-06-01,9822
Río Negro,2015-07-01,9859
Río Negro,2015-08-01,10033
Río Negro,2015-09-01,10014
Río Negro,2015-10-01,10014
Río Negro,2015-11-01,9992
Río Negro,2015-12-01,9901
Río Negro,2016-01-01,10008
Río Negro,2016-02-01,10153
Río Negro,2016-03-01,10256
Río Negro,2016-04-01,10082
Río Negro,2016-05-01,9936
Río Negro,2016-06-01,9929
Río Negro,2016-07-01,9939
Río Negro,2016-08-01,10044
Río Negro,2016-09-01,10076
Río Negro,2016-10-01,10091
Río Negro,2016-11-01,10091
Río Negro,2016-12-01,10079
Río Negro,2017-01-01,10123
Río Negro,2017-02-01,10357
Río Negro,2017-03-01,10359
Río Negro,2017-04-01,10120
Río Negro,2017-05-01,9972
Río Negro,2017-06-01,9991
Río Negro,2017-07-01,9964
Río Negro,2017-08-01,10019
Río Negro,2017-09-01,10005
Río Negro,2017-10-01,10017
Río Negro,2017-11-01,9991
Río Negro,2017-12-01,9974
Río Negro,2018-01-01,10016
Río Negro,2018-02-01,10189
Río Negro,2018-03-01,10200
Río Negro,2018-04-01,9975
Río Negro,2018-05-01,9821
Río Negro,2018-06-01,9723
Río Negro,2018-07-01,9721
Río Negro,2018-08-01,9733
Río Negro,2018-09-01,9741
Río Negro,2018-10-01,9703
Río Negro,2018-11-01,9704
Río Negro,2018-12-01,9672
Río Negro,2019-01-01,9733
Río Negro,2019-02-01,9948
Río Negro,2019-03-01,9935
Río Negro,2019-04-01,9754
Río Negro,2019-05-01,9621
Río Negro,2019-06-01,9540
Río Negro,2019-07-01,9541
Río Negro,2019-08-01,9575
Río Negro,2019-09-01,9592
Río Negro,2019-10-01,9558
Río Negro,2019-11-01,9500
Río Negro,2019-12-01,9463
Río Negro,2020-01-01,9560
Río Negro,2020-02-01,9787
Río Negro,2020-03-01,9846
Río Negro,2020-04-01,9625
Río Negro,2020-05-01,9433
Río Negro,2020-06-01,9373
Río Negro,2020-07-01,9336
Río Negro,2020-08-01,9258
Río Negro,2020-09-01,9242
Río Negro,2020-10-01,9278
Río Negro,2020-11-01,9310
Río Negro,2020-12-01,9242
Río Negro,2021-01-01,9285
Río Negro,2021-02-01,9432
Río Negro,2021-03-01,9438
Río Negro,2021-04-01,9332
Río Negro,2021-05-01,9249
Río Negro,2021-06-01,9206
Río Negro,2021-07-01,9204
Río Negro,2021-08-01,9247
Río Negro,2021-09-01,9242
Río Negro,2021-10-01,9305
Río Negro,2021-11-01,9331
Río Negro,2021-12-01,9352
Río Negro,2022-01-01,9502
Río Negro,2022-02-01,9752
Río Negro,2022-03-01,9842
Río Negro,2022-04-01,9789
Río Negro,2022-05-01,9680
Río Negro,2022-06-01,9670
Río Negro,2022-07-01,9724
Río Negro,2022-08-01,9835
Río Negro,2022-09-01,9883
Río Negro,2022-10-01,9914
Río Negro,2022-11-01,9921
Río Negro,2022-12-01,9920
Río Negro,2023-01-01,10042
Río Negro,2023-02-01,10241
Río Negro,2023-03-01,10271
Río Negro,2023-04-01,10049
Río Negro,2023-05-01,9972
Río Negro,2023-06-01,9906
Río Negro,2023-07-01,9882
Río Negro,2023-08-01,9937
Río Negro,2023-09-01,9956
Río Negro,2023-10-01,9971
Río Negro,2023-11-01,9917
Río Negro,2023-12-01,9921
Río Negro,2024-01-01,9968
Río Negro,2024-02-01,10111
Río Negro,2024-03-01,10158
Río Negro,2024-04-01,10022
Río Negro,2024-05-01,9895
Río Negro,2024-06-01,9816
Río Negro,2024-07-01,9817
Río Negro,2024-08-01,9809
Río Negro,2024-09-01,9817
Río Negro,2024-10-01,9804
Río Negro,2024-11-01,9742
Río Negro,2024-12-01,9738
Río Negro,2025-01-01,9777
Río Negro,2025-02-01,9924
Río Negro,2025-03-01,9881
Río Negro,2025-04-01,9767
Río Negro,2025-05-01,9680
Río Negro,2025-06-01,9655
Río Negro,2025-07-01,9627
Río Negro,2025-08-01,9669
Río Negro,2025-09-01,9626
Río Negro,2025-10-01,9614
Río Negro,2025-11-01,9557
Río Negro,2025-12-01,9550
Río Negro,2026-01-01,9572
Río Negro,2026-02-01,9709
Río Negro,2026-03-01,9665
Salta,2015-01-01,9050
Salta,2015-02-01,9058
Salta,2015-03-01,9093
Salta,2015-04-01,9069
Salta,2015-05-01,9021
Salta,2015-06-01,9001
Salta,2015-07-01,9064
Salta,2015-08-01,9136
Salta,2015-09-01,9161
Salta,2015-10-01,9257
Salta,2015-11-01,9381
Salta,2015-12-01,9365
Salta,2016-01-01,9364
Salta,2016-02-01,9299
Salta,2016-03-01,9271
Salta,2016-04-01,9294
Salta,2016-05-01,9128
Salta,2016-06-01,9034
Salta,2016-07-01,9024
Salta,2016-08-01,9042
Salta,2016-09-01,9118
Salta,2016-10-01,9227
Salta,2016-11-01,9307
Salta,2016-12-01,9320
Salta,2017-01-01,9342
Salta,2017-02-01,9336
Salta,2017-03-01,9328
Salta,2017-04-01,9302
Salta,2017-05-01,9160
Salta,2017-06-01,9197
Salta,2017-07-01,9205
Salta,2017-08-01,9243
Salta,2017-09-01,9270
Salta,2017-10-01,9412
Salta,2017-11-01,9507
Salta,2017-12-01,9517
Salta,2018-01-01,9435
Salta,2018-02-01,9359
Salta,2018-03-01,9313
Salta,2018-04-01,9264
Salta,2018-05-01,9103
Salta,2018-06-01,9054
Salta,2018-07-01,9078
Salta,2018-08-01,9080
Salta,2018-09-01,9119
Salta,2018-10-01,9135
Salta,2018-11-01,9204
Salta,2018-12-01,9257
Salta,2019-01-01,9277
Salta,2019-02-01,9216
Salta,2019-03-01,9158
Salta,2019-04-01,9070
Salta,2019-05-01,8946
Salta,2019-06-01,8879
Salta,2019-07-01,8820
Salta,2019-08-01,8831
Salta,2019-09-01,8873
Salta,2019-10-01,8938
Salta,2019-11-01,8950
Salta,2019-12-01,8949
Salta,2020-01-01,8967
Salta,2020-02-01,8873
Salta,2020-03-01,8830
Salta,2020-04-01,8764
Salta,2020-05-01,8564
Salta,2020-06-01,8515
Salta,2020-07-01,8472
Salta,2020-08-01,8403
Salta,2020-09-01,8417
Salta,2020-10-01,8483
Salta,2020-11-01,8535
Salta,2020-12-01,8523
Salta,2021-01-01,8540
Salta,2021-02-01,8454
Salta,2021-03-01,8491
Salta,2021-04-01,8521
Salta,2021-05-01,8410
Salta,2021-06-01,8262
Salta,2021-07-01,8250
Salta,2021-08-01,8269
Salta,2021-09-01,8266
Salta,2021-10-01,8455
Salta,2021-11-01,8565
Salta,2021-12-01,8608
Salta,2022-01-01,8665
Salta,2022-02-01,8665
Salta,2022-03-01,8696
Salta,2022-04-01,8654
Salta,2022-05-01,8528
Salta,2022-06-01,8484
Salta,2022-07-01,8512
Salta,2022-08-01,8560
Salta,2022-09-01,8617
Salta,2022-10-01,8777
Salta,2022-11-01,8855
Salta,2022-12-01,8928
Salta,2023-01-01,9027
Salta,2023-02-01,9031
Salta,2023-03-01,9071
Salta,2023-04-01,9063
Salta,2023-05-01,8902
Salta,2023-06-01,8770
Salta,2023-07-01,8792
Salta,2023-08-01,8776
Salta,2023-09-01,8848
Salta,2023-10-01,9015
Salta,2023-11-01,9041
Salta,2023-12-01,9169
Salta,2024-01-01,9193
Salta,2024-02-01,9155
Salta,2024-03-01,9141
Salta,2024-04-01,9075
Salta,2024-05-01,8859
Salta,2024-06-01,8780
Salta,2024-07-01,8774
Salta,2024-08-01,8795
Salta,2024-09-01,8840
Salta,2024-10-01,8920
Salta,2024-11-01,8994
Salta,2024-12-01,8973
Salta,2025-01-01,9012
Salta,2025-02-01,8920
Salta,2025-03-01,8918
Salta,2025-04-01,8823
Salta,2025-05-01,8742
Salta,2025-06-01,8667
Salta,2025-07-01,8626
Salta,2025-08-01,8607
Salta,2025-09-01,8591
Salta,2025-10-01,8692
Salta,2025-11-01,8748
Salta,2025-12-01,8737
Salta,2026-01-01,8720
Salta,2026-02-01,8728
Salta,2026-03-01,8677
San Juan,2015-01-01,6935
San Juan,2015-02-01,6865
San Juan,2015-03-01,6878
San Juan,2015-04-01,6875
San Juan,2015-05-01,6879
San Juan,2015-06-01,6851
San Juan,2015-07-01,6865
San Juan,2015-08-01,6886
San Juan,2015-09-01,6905
San Juan,2015-10-01,6935
San Juan,2015-11-01,6954
San Juan,2015-12-01,6902
San Juan,2016-01-01,6893
San Juan,2016-02-01,6813
San Juan,2016-03-01,6844
San Juan,2016-04-01,6866
San Juan,2016-05-01,6852
San Juan,2016-06-01,6857
San Juan,2016-07-01,6847
San Juan,2016-08-01,6861
San Juan,2016-09-01,6887
San Juan,2016-10-01,6890
San Juan,2016-11-01,6895
San Juan,2016-12-01,6876
San Juan,2017-01-01,6861
San Juan,2017-02-01,6819
San Juan,2017-03-01,6795
San Juan,2017-04-01,6823
San Juan,2017-05-01,6819
San Juan,2017-06-01,6849
San Juan,2017-07-01,6847
San Juan,2017-08-01,6843
San Juan,2017-09-01,6862
San Juan,2017-10-01,6893
San Juan,2017-11-01,6921
San Juan,2017-12-01,6929
San Juan,2018-01-01,6863
San Juan,2018-02-01,6822
San Juan,2018-03-01,6824
San Juan,2018-04-01,6835
San Juan,2018-05-01,6831
San Juan,2018-06-01,6810
San Juan,2018-07-01,6815
San Juan,2018-08-01,6832
San Juan,2018-09-01,6826
San Juan,2018-10-01,6804
San Juan,2018-11-01,6816
San Juan,2018-12-01,6791
San Juan,2019-01-01,6761
San Juan,2019-02-01,6738
San Juan,2019-03-01,6722
San Juan,2019-04-01,6662
San Juan,2019-05-01,6639
San Juan,2019-06-01,6615
San Juan,2019-07-01,6591
San Juan,2019-08-01,6588
San Juan,2019-09-01,6590
San Juan,2019-10-01,6589
San Juan,2019-11-01,6561
San Juan,2019-12-01,6517
San Juan,2020-01-01,6533
San Juan,2020-02-01,6474
San Juan,2020-03-01,6483
San Juan,2020-04-01,6480
San Juan,2020-05-01,6398
San Juan,2020-06-01,6383
San Juan,2020-07-01,6354
San Juan,2020-08-01,6306
San Juan,2020-09-01,6294
San Juan,2020-10-01,6315
San Juan,2020-11-01,6308
San Juan,2020-12-01,6303
San Juan,2021-01-01,6304
San Juan,2021-02-01,6285
San Juan,2021-03-01,6314
San Juan,2021-04-01,6358
San Juan,2021-05-01,6358
San Juan,2021-06-01,6339
San Juan,2021-07-01,6301
San Juan,2021-08-01,6307
San Juan,2021-09-01,6282
San Juan,2021-10-01,6331
San Juan,2021-11-01,6344
San Juan,2021-12-01,6357
San Juan,2022-01-01,6380
San Juan,2022-02-01,6379
San Juan,2022-03-01,6414
San Juan,2022-04-01,6438
San Juan,2022-05-01,6463
San Juan,2022-06-01,6487
San Juan,2022-07-01,6483
San Juan,2022-08-01,6511
San Juan,2022-09-01,6547
San Juan,2022-10-01,6545
San Juan,2022-11-01,6582
San Juan,2022-12-01,6573
San Juan,2023-01-01,6611
San Juan,2023-02-01,6597
San Juan,2023-03-01,6638
San Juan,2023-04-01,6634
San Juan,2023-05-01,6592
San Juan,2023-06-01,6612
San Juan,2023-07-01,6579
San Juan,2023-08-01,6615
San Juan,2023-09-01,6613
San Juan,2023-10-01,6655
San Juan,2023-11-01,6611
San Juan,2023-12-01,6602
San Juan,2024-01-01,6602
San Juan,2024-02-01,6525
San Juan,2024-03-01,6536
San Juan,2024-04-01,6479
San Juan,2024-05-01,6466
San Juan,2024-06-01,6447
San Juan,2024-07-01,6448
San Juan,2024-08-01,6451
San Juan,2024-09-01,6449
San Juan,2024-10-01,6459
San Juan,2024-11-01,6459
San Juan,2024-12-01,6511
San Juan,2025-01-01,6553
San Juan,2025-02-01,6541
San Juan,2025-03-01,6549
San Juan,2025-04-01,6572
San Juan,2025-05-01,6596
San Juan,2025-06-01,6592
San Juan,2025-07-01,6566
San Juan,2025-08-01,6548
San Juan,2025-09-01,6523
San Juan,2025-10-01,6523
San Juan,2025-11-01,6522
San Juan,2025-12-01,6529
San Juan,2026-01-01,6467
San Juan,2026-02-01,6474
San Juan,2026-03-01,6431
San Luis,2015-01-01,4769
San Luis,2015-02-01,4768
San Luis,2015-03-01,4804
San Luis,2015-04-01,4800
San Luis,2015-05-01,4824
San Luis,2015-06-01,4832
San Luis,2015-07-01,4863
San Luis,2015-08-01,4886
San Luis,2015-09-01,4899
San Luis,2015-10-01,4925
San Luis,2015-11-01,4949
San Luis,2015-12-01,4940
San Luis,2016-01-01,4928
San Luis,2016-02-01,4943
San Luis,2016-03-01,4957
San Luis,2016-04-01,4935
San Luis,2016-05-01,4920
San Luis,2016-06-01,4916
San Luis,2016-07-01,4908
San Luis,2016-08-01,4902
San Luis,2016-09-01,4902
San Luis,2016-10-01,4921
San Luis,2016-11-01,4912
San Luis,2016-12-01,4885
San Luis,2017-01-01,4878
San Luis,2017-02-01,4903
San Luis,2017-03-01,4889
San Luis,2017-04-01,4847
San Luis,2017-05-01,4826
San Luis,2017-06-01,4858
San Luis,2017-07-01,4866
San Luis,2017-08-01,4877
San Luis,2017-09-01,4890
San Luis,2017-10-01,4911
San Luis,2017-11-01,4940
San Luis,2017-12-01,4933
San Luis,2018-01-01,4918
San Luis,2018-02-01,4934
San Luis,2018-03-01,4950
San Luis,2018-04-01,4929
San Luis,2018-05-01,4888
San Luis,2018-06-01,4869
San Luis,2018-07-01,4852
San Luis,2018-08-01,4869
San Luis,2018-09-01,4860
San Luis,2018-10-01,4830
San Luis,2018-11-01,4858
San Luis,2018-12-01,4858
San Luis,2019-01-01,4843
San Luis,2019-02-01,4885
San Luis,2019-03-01,4857
San Luis,2019-04-01,4826
San Luis,2019-05-01,4798
San Luis,2019-06-01,4778
San Luis,2019-07-01,4739
San Luis,2019-08-01,4731
San Luis,2019-09-01,4746
San Luis,2019-10-01,4748
San Luis,2019-11-01,4738
San Luis,2019-12-01,4707
San Luis,2020-01-01,4709
San Luis,2020-02-01,4727
San Luis,2020-03-01,4710
San Luis,2020-04-01,4670
San Luis,2020-05-01,4632
San Luis,2020-06-01,4638
San Luis,2020-07-01,4643
San Luis,2020-08-01,4644
San Luis,2020-09-01,4642
San Luis,2020-10-01,4619
San Luis,2020-11-01,4616
San Luis,2020-12-01,4602
San Luis,2021-01-01,4585
San Luis,2021-02-01,4591
San Luis,2021-03-01,4584
San Luis,2021-04-01,4595
San Luis,2021-05-01,4588
San Luis,2021-06-01,4574
San Luis,2021-07-01,4560
San Luis,2021-08-01,4564
San Luis,2021-09-01,4587
San Luis,2021-10-01,4608
San Luis,2021-11-01,4598
San Luis,2021-12-01,4622
San Luis,2022-01-01,4642
San Luis,2022-02-01,4672
San Luis,2022-03-01,4699
San Luis,2022-04-01,4720
San Luis,2022-05-01,4729
San Luis,2022-06-01,4733
San Luis,2022-07-01,4756
San Luis,2022-08-01,4826
San Luis,2022-09-01,4828
San Luis,2022-10-01,4846
San Luis,2022-11-01,4883
San Luis,2022-12-01,4890
San Luis,2023-01-01,4931
San Luis,2023-02-01,4935
San Luis,2023-03-01,4957
San Luis,2023-04-01,4951
San Luis,2023-05-01,4951
San Luis,2023-06-01,4939
San Luis,2023-07-01,4917
San Luis,2023-08-01,4945
San Luis,2023-09-01,4951
San Luis,2023-10-01,4967
San Luis,2023-11-01,4946
San Luis,2023-12-01,4934
San Luis,2024-01-01,4944
San Luis,2024-02-01,4905
San Luis,2024-03-01,4905
San Luis,2024-04-01,4870
San Luis,2024-05-01,4825
San Luis,2024-06-01,4829
San Luis,2024-07-01,4818
San Luis,2024-08-01,4805
San Luis,2024-09-01,4806
San Luis,2024-10-01,4794
San Luis,2024-11-01,4809
San Luis,2024-12-01,4785
San Luis,2025-01-01,4800
San Luis,2025-02-01,4773
San Luis,2025-03-01,4762
San Luis,2025-04-01,4767
San Luis,2025-05-01,4784
San Luis,2025-06-01,4770
San Luis,2025-07-01,4731
San Luis,2025-08-01,4691
San Luis,2025-09-01,4660
San Luis,2025-10-01,4668
San Luis,2025-11-01,4637
San Luis,2025-12-01,4635
San Luis,2026-01-01,4613
San Luis,2026-02-01,4601
San Luis,2026-03-01,4589
Santa Cruz,2015-01-01,3948
Santa Cruz,2015-02-01,3906
Santa Cruz,2015-03-01,3940
Santa Cruz,2015-04-01,3964
Santa Cruz,2015-05-01,3954
Santa Cruz,2015-06-01,3940
Santa Cruz,2015-07-01,3942
Santa Cruz,2015-08-01,3934
Santa Cruz,2015-09-01,3983
Santa Cruz,2015-10-01,4005
Santa Cruz,2015-11-01,4075
Santa Cruz,2015-12-01,4087
Santa Cruz,2016-01-01,4068
Santa Cruz,2016-02-01,4015
Santa Cruz,2016-03-01,4031
Santa Cruz,2016-04-01,4027
Santa Cruz,2016-05-01,3969
Santa Cruz,2016-06-01,3942
Santa Cruz,2016-07-01,3929
Santa Cruz,2016-08-01,3919
Santa Cruz,2016-09-01,3939
Santa Cruz,2016-10-01,3929
Santa Cruz,2016-11-01,3988
Santa Cruz,2016-12-01,3979
Santa Cruz,2017-01-01,3988
Santa Cruz,2017-02-01,3971
Santa Cruz,2017-03-01,3969
Santa Cruz,2017-04-01,3962
Santa Cruz,2017-05-01,3910
Santa Cruz,2017-06-01,3907
Santa Cruz,2017-07-01,3881
Santa Cruz,2017-08-01,3840
Santa Cruz,2017-09-01,3830
Santa Cruz,2017-10-01,3851
Santa Cruz,2017-11-01,3874
Santa Cruz,2017-12-01,3891
Santa Cruz,2018-01-01,3880
Santa Cruz,2018-02-01,3865
Santa Cruz,2018-03-01,3848
Santa Cruz,2018-04-01,3821
Santa Cruz,2018-05-01,3752
Santa Cruz,2018-06-01,3704
Santa Cruz,2018-07-01,3672
Santa Cruz,2018-08-01,3654
Santa Cruz,2018-09-01,3681
Santa Cruz,2018-10-01,3699
Santa Cruz,2018-11-01,3757
Santa Cruz,2018-12-01,3785
Santa Cruz,2019-01-01,3799
Santa Cruz,2019-02-01,3807
Santa Cruz,2019-03-01,3784
Santa Cruz,2019-04-01,3762
Santa Cruz,2019-05-01,3702
Santa Cruz,2019-06-01,3636
Santa Cruz,2019-07-01,3592
