fecha,REGION,AGLOMERADO,la_rioja_region,mayor_25_superior,pob_tot,porc_mayor_25_superior
2007-Q1,Cuyo,Gran Mendoza,1. Resto país,143230,877851,16.31598073021504
2007-Q1,Cuyo,Gran San Juan,1. Resto país,54263,447552,12.124401186901187
2007-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,20980,187658,11.179912393822805
2007-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,899330,2972087,30.25920842828625
2007-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,950581,9740394,9.759163746353588
2007-Q1,Nordeste,Corrientes,1. Resto país,50840,340192,14.944501928322829
2007-Q1,Nordeste,Formosa,1. Resto país,20058,224701,8.92652903191352
2007-Q1,Nordeste,Gran Resistencia,1. Resto país,44793,371098,12.07039649903799
2007-Q1,Nordeste,Posadas,1. Resto país,28743,282675,10.168214380472273
2007-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,26642,192267,13.856772092974873
2007-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,116375,783329,14.856465163424309
2007-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,40964,293056,13.978215767634856
2007-Q1,Noroeste,La Rioja,3. La Rioja,20960,168426,12.444634438863359
2007-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,41418,351336,11.788715076166405
2007-Q1,Noroeste,Salta,2. NOA-Resto,78725,507647,15.507823349689845
2007-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,42429,301923,14.05292077781421
2007-Q1,Pampeana,Concordia,1. Resto país,14398,145955,9.864684320509747
2007-Q1,Pampeana,Gran Cordoba,1. Resto país,258236,1363728,18.936034165170767
2007-Q1,Pampeana,Gran La Plata,1. Resto país,147341,722364,20.397057439185783
2007-Q1,Pampeana,Gran Parana,1. Resto país,38742,264931,14.62343025165043
2007-Q1,Pampeana,Gran Rosario,1. Resto país,171601,1234235,13.903430059915657
2007-Q1,Pampeana,Gran Santa Fe,1. Resto país,70639,488614,14.457015148972399
2007-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,78731,599925,13.123473767554279
2007-Q1,Pampeana,Rio Cuarto,1. Resto país,23055,159662,14.43987924490486
2007-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,19440,176389,11.021095419782414
2007-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,13932,114124,12.207774000210298
2007-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,12688,139506,9.09494932117615
2007-Q1,Patagonica,Neuquen - Plottier,1. Resto país,35682,250976,14.217295677674361
2007-Q1,Patagonica,Rawson - Trelew,1. Resto país,13056,123509,10.570889570800508
2007-Q1,Patagonica,Rio Gallegos,1. Resto país,10918,86674,12.59662643930129
2007-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,15052,112369,13.395153467593376
2007-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,8784,72897,12.04987859582699
2007-Q2,Cuyo,Gran Mendoza,1. Resto país,145000,879660,16.483641406907214
2007-Q2,Cuyo,Gran San Juan,1. Resto país,59427,449171,13.230373287678857
2007-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,22682,188797,12.013962086261964
2007-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,878736,2973498,29.55226470641648
2007-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,1003946,9763094,10.283072149054389
2007-Q2,Nordeste,Corrientes,1. Resto país,50061,341493,14.659451291827358
2007-Q2,Nordeste,Formosa,1. Resto país,21499,225759,9.522986901961826
2007-Q2,Nordeste,Gran Resistencia,1. Resto país,46117,372502,12.38033621295993
2007-Q2,Nordeste,Posadas,1. Resto país,30091,283845,10.60120840599623
2007-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,27298,193307,14.121578628813236
2007-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,124577,785591,15.85774276945637
2007-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,38970,294276,13.242670146393182
2007-Q2,Noroeste,La Rioja,3. La Rioja,21301,169347,12.578315529652134
2007-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,38540,352767,10.925058182879917
2007-Q2,Noroeste,Salta,2. NOA-Resto,75812,509740,14.872680189900734
2007-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,41976,302515,13.875675586334562
2007-Q2,Pampeana,Concordia,1. Resto país,12918,146493,8.818168786221866
2007-Q2,Pampeana,Gran Cordoba,1. Resto país,260323,1366673,19.047936119320422
2007-Q2,Pampeana,Gran La Plata,1. Resto país,145487,724008,20.094667462237986
2007-Q2,Pampeana,Gran Parana,1. Resto país,37252,265865,14.011622439960131
2007-Q2,Pampeana,Gran Rosario,1. Resto país,186880,1236222,15.117025906350154
2007-Q2,Pampeana,Gran Santa Fe,1. Resto país,66619,489866,13.599433314416595
2007-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,79802,601346,13.270563036920507
2007-Q2,Pampeana,Rio Cuarto,1. Resto país,25741,160015,16.08661687966753
2007-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,22254,176607,12.600859535578998
2007-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,14836,114656,12.939575774490649
2007-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,13891,139823,9.93470316042425
2007-Q2,Patagonica,Neuquen - Plottier,1. Resto país,38027,252038,15.08780421999857
2007-Q2,Patagonica,Rawson - Trelew,1. Resto país,13801,124007,11.129210447797302
2007-Q2,Patagonica,Rio Gallegos,1. Resto país,11927,86967,13.71439741511148
2007-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,15995,113043,14.149482940120132
2007-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,9009,73219,12.30418334038979
2007-Q4,Cuyo,Gran Mendoza,1. Resto país,153349,883272,17.361469626570297
2007-Q4,Cuyo,Gran San Juan,1. Resto país,57658,452266,12.748692141350446
2007-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,24174,191137,12.647472755144214
2007-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,938432,2976636,31.526595794715913
2007-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,960635,9810245,9.792161153977297
2007-Q4,Nordeste,Corrientes,1. Resto país,46947,344244,13.637710461184508
2007-Q4,Nordeste,Formosa,1. Resto país,20302,228121,8.899662898198763
2007-Q4,Nordeste,Gran Resistencia,1. Resto país,44331,375323,11.811426424706188
2007-Q4,Nordeste,Posadas,1. Resto país,33899,286215,11.84389357650717
2007-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,25417,195127,13.02587545547259
2007-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,129490,789901,16.39319357742299
2007-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,41016,296690,13.824530654892312
2007-Q4,Noroeste,La Rioja,3. La Rioja,22537,171360,13.151844070961719
2007-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,40999,355599,11.529559981889713
2007-Q4,Noroeste,Salta,2. NOA-Resto,78667,514106,15.30170820803492
2007-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,44403,303748,14.618367857566138
2007-Q4,Pampeana,Concordia,1. Resto país,12427,147425,8.42937086654231
2007-Q4,Pampeana,Gran Cordoba,1. Resto país,230683,1372951,16.801983464814114
2007-Q4,Pampeana,Gran La Plata,1. Resto país,147937,727338,20.339512028795415
2007-Q4,Pampeana,Gran Parana,1. Resto país,42717,267617,15.96199045651061
2007-Q4,Pampeana,Gran Rosario,1. Resto país,179961,1240396,14.508350559015023
2007-Q4,Pampeana,Gran Santa Fe,1. Resto país,71352,492438,14.489539799934207
2007-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,104018,603997,17.221608716599583
2007-Q4,Pampeana,Rio Cuarto,1. Resto país,23866,160724,14.849058012493465
2007-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,20056,177126,11.323012996398045
2007-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,15105,115714,13.053735935150456
2007-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,13738,140376,9.786573203396593
2007-Q4,Patagonica,Neuquen - Plottier,1. Resto país,38449,254108,15.130967934893825
2007-Q4,Patagonica,Rawson - Trelew,1. Resto país,13472,124749,10.799284964208129
2007-Q4,Patagonica,Rio Gallegos,1. Resto país,11285,87739,12.862011192286213
2007-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,15322,114515,13.379906562459066
2007-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,8896,73593,12.088106205753265
2008-Q1,Cuyo,Gran Mendoza,1. Resto país,154894,885099,17.500189244367014
2008-Q1,Cuyo,Gran San Juan,1. Resto país,66195,453812,14.586436674217518
2008-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,21115,192325,10.978811906928376
2008-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1017318,2978205,34.15876341621883
2008-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,992193,9833820,10.089598955441527
2008-Q1,Nordeste,Corrientes,1. Resto país,46381,345584,13.421049585628964
2008-Q1,Nordeste,Formosa,1. Resto país,18927,229195,8.258033552215363
2008-Q1,Nordeste,Gran Resistencia,1. Resto país,47259,376809,12.541897884604666
2008-Q1,Nordeste,Posadas,1. Resto país,32944,287390,11.46316851664985
2008-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,27991,195986,14.282142602022594
2008-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,117441,791942,14.829495089286842
2008-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,40361,297888,13.54905199269524
2008-Q1,Noroeste,La Rioja,3. La Rioja,23323,172435,13.525676341809959
2008-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,39894,357039,11.173569273944862
2008-Q1,Noroeste,Salta,2. NOA-Resto,81358,516330,15.756977127031163
2008-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,41982,304336,13.794621733873088
2008-Q1,Pampeana,Concordia,1. Resto país,13948,147934,9.428528938580719
2008-Q1,Pampeana,Gran Cordoba,1. Resto país,234056,1376138,17.008177958896564
2008-Q1,Pampeana,Gran La Plata,1. Resto país,167066,729070,22.914946438613576
2008-Q1,Pampeana,Gran Parana,1. Resto país,39371,268490,14.663860851428359
2008-Q1,Pampeana,Gran Rosario,1. Resto país,181271,1242415,14.590213415002234
2008-Q1,Pampeana,Gran Santa Fe,1. Resto país,69252,493802,14.024244535259072
2008-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,97941,605366,16.178807531311637
2008-Q1,Pampeana,Rio Cuarto,1. Resto país,23574,161073,14.635600007450039
2008-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,21641,177424,12.197335197042115
2008-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,17448,116231,15.011485748208308
2008-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,15168,140672,10.78252957233849
2008-Q1,Patagonica,Neuquen - Plottier,1. Resto país,40075,255243,15.70072440772127
2008-Q1,Patagonica,Rawson - Trelew,1. Resto país,11889,125215,9.494868825619934
2008-Q1,Patagonica,Rio Gallegos,1. Resto país,12097,88035,13.74112568864656
2008-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,14138,115225,12.269906704274245
2008-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,10255,73900,13.87686062246279
2008-Q2,Cuyo,Gran Mendoza,1. Resto país,152482,886859,17.193488480130437
2008-Q2,Cuyo,Gran San Juan,1. Resto país,67537,455301,14.833483783255472
2008-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,21960,193422,11.353413779197815
2008-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,928641,2979672,31.165880002899648
2008-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,984029,9856671,9.983380798648955
2008-Q2,Nordeste,Corrientes,1. Resto país,50322,346943,14.504399858189961
2008-Q2,Nordeste,Formosa,1. Resto país,19302,230317,8.380623227985776
2008-Q2,Nordeste,Gran Resistencia,1. Resto país,47051,378100,12.444062417349908
2008-Q2,Nordeste,Posadas,1. Resto país,25808,288534,8.9445264682845
2008-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,28961,196950,14.704747397816705
2008-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,123343,794028,15.533835078863717
2008-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,35324,299039,11.812506061082335
2008-Q2,Noroeste,La Rioja,3. La Rioja,23799,173408,13.724280310020298
2008-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,37268,358422,10.397799242234013
2008-Q2,Noroeste,Salta,2. NOA-Resto,82152,518534,15.843126969494767
2008-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,46572,304952,15.271911645111361
2008-Q2,Pampeana,Concordia,1. Resto país,15292,148383,10.305762789537885
2008-Q2,Pampeana,Gran Cordoba,1. Resto país,249059,1379189,18.058366184765102
2008-Q2,Pampeana,Gran La Plata,1. Resto país,154453,730713,21.137300143832118
2008-Q2,Pampeana,Gran Parana,1. Resto país,34176,269324,12.689548647725415
2008-Q2,Pampeana,Gran Rosario,1. Resto país,193667,1244388,15.563232689482701
2008-Q2,Pampeana,Gran Santa Fe,1. Resto país,72007,495051,14.545370072982381
2008-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,95623,606675,15.761816458565129
2008-Q2,Pampeana,Rio Cuarto,1. Resto país,25488,161422,15.789669313972073
2008-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,25258,177680,14.215443493921656
2008-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,17063,116772,14.612235809954441
2008-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,16971,140965,12.039158656404073
2008-Q2,Patagonica,Neuquen - Plottier,1. Resto país,39155,256237,15.280775219816029
2008-Q2,Patagonica,Rawson - Trelew,1. Resto país,12372,125557,9.853691948676696
2008-Q2,Patagonica,Rio Gallegos,1. Resto país,13386,88386,15.144932455366234
2008-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,15548,115937,13.410731690487074
2008-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,9582,74142,12.923848830622319
2008-Q3,Cuyo,Gran Mendoza,1. Resto país,156306,888602,17.590102205486822
2008-Q3,Cuyo,Gran San Juan,1. Resto país,60023,456836,13.138850703534748
2008-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,20257,194606,10.409237125268492
2008-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,914736,2981217,30.683308192593827
2008-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,993430,9880294,10.054660316788144
2008-Q3,Nordeste,Corrientes,1. Resto país,54144,348326,15.54405930076997
2008-Q3,Nordeste,Formosa,1. Resto país,23143,231564,9.994213262856057
2008-Q3,Nordeste,Gran Resistencia,1. Resto país,46291,379519,12.19728129553461
2008-Q3,Nordeste,Posadas,1. Resto país,28055,289736,9.682952756992574
2008-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,28734,197903,14.519234170275336
2008-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,129828,796117,16.307653272069306
2008-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,36419,300239,12.130003097532299
2008-Q3,Noroeste,La Rioja,3. La Rioja,23641,174434,13.552977057225082
2008-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,45054,359859,12.519903628921329
2008-Q3,Noroeste,Salta,2. NOA-Resto,74185,520773,14.245170160511394
2008-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,46095,305561,15.08536756981421
2008-Q3,Pampeana,Concordia,1. Resto país,14996,148840,10.075248589088954
2008-Q3,Pampeana,Gran Cordoba,1. Resto país,247739,1382266,17.9226719025137
2008-Q3,Pampeana,Gran La Plata,1. Resto país,145788,732375,19.906195596518177
2008-Q3,Pampeana,Gran Parana,1. Resto país,37924,270144,14.038438758588011
2008-Q3,Pampeana,Gran Rosario,1. Resto país,195891,1246386,15.71672018138843
2008-Q3,Pampeana,Gran Santa Fe,1. Resto país,66206,496388,13.337550464555953
2008-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,102692,608112,16.88702081195569
2008-Q3,Pampeana,Rio Cuarto,1. Resto país,28251,161760,17.464762611275965
2008-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,23632,177886,13.284912809327324
2008-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,14029,117287,11.961257428359493
2008-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,16684,141194,11.816366134538296
2008-Q3,Patagonica,Neuquen - Plottier,1. Resto país,32580,257339,12.660342971722125
2008-Q3,Patagonica,Rawson - Trelew,1. Resto país,14891,125955,11.822476281211545
2008-Q3,Patagonica,Rio Gallegos,1. Resto país,13172,88727,14.84553743505359
2008-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,16229,116708,13.905644857250573
2008-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,9096,74378,12.229422678749092
2008-Q4,Cuyo,Gran Mendoza,1. Resto país,160639,890469,18.03981946592189
2008-Q4,Cuyo,Gran San Juan,1. Resto país,66958,458460,14.604981895912402
2008-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,23085,195753,11.79292271382814
2008-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,977729,2982805,32.77884407462104
2008-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,994421,9903915,10.040685930765763
2008-Q4,Nordeste,Corrientes,1. Resto país,54129,349644,15.48117513814051
2008-Q4,Nordeste,Formosa,1. Resto país,21098,232676,9.067544568412728
2008-Q4,Nordeste,Gran Resistencia,1. Resto país,40130,380888,10.535905568040999
2008-Q4,Nordeste,Posadas,1. Resto país,28533,290913,9.808086953831557
2008-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,26810,198864,13.481575347976507
2008-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,140889,798238,17.649999123068557
2008-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,39025,301353,12.949929152853962
2008-Q4,Noroeste,La Rioja,3. La Rioja,23599,175455,13.450172408879771
2008-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,44269,361269,12.25374997577982
2008-Q4,Noroeste,Salta,2. NOA-Resto,81925,522943,15.666143346406777
2008-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,39836,306239,13.008140700563938
2008-Q4,Pampeana,Concordia,1. Resto país,15045,149322,10.075541447341987
2008-Q4,Pampeana,Gran Cordoba,1. Resto país,271477,1385448,19.594889162206016
2008-Q4,Pampeana,Gran La Plata,1. Resto país,162942,734065,22.197216867716072
2008-Q4,Pampeana,Gran Parana,1. Resto país,47126,271058,17.385946919109564
2008-Q4,Pampeana,Gran Rosario,1. Resto país,182670,1248399,14.632341102484062
2008-Q4,Pampeana,Gran Santa Fe,1. Resto país,70765,497670,14.219261759800672
2008-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,102683,609456,16.84830406132682
2008-Q4,Pampeana,Rio Cuarto,1. Resto país,28605,162107,17.645752496807667
2008-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,23138,178126,12.98968146143741
2008-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,14762,117844,12.526730253555549
2008-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,15145,141526,10.701213911224793
2008-Q4,Patagonica,Neuquen - Plottier,1. Resto país,38590,258392,14.934672900089785
2008-Q4,Patagonica,Rawson - Trelew,1. Resto país,13977,126420,11.056003796867584
2008-Q4,Patagonica,Rio Gallegos,1. Resto país,11305,89103,12.687563830622986
2008-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,15164,117423,12.913994702911696
2008-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,9211,74655,12.338088540620186
2009-Q1,Cuyo,Gran Mendoza,1. Resto país,153526,892267,17.206284665912783
2009-Q1,Cuyo,Gran San Juan,1. Resto país,59448,459947,12.924967441900915
2009-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,23796,196849,12.08845358625139
2009-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,973393,2984321,32.616900125690236
2009-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,1063194,9927369,10.709725809527177
2009-Q1,Nordeste,Corrientes,1. Resto país,57439,350954,16.366532366065066
2009-Q1,Nordeste,Formosa,1. Resto país,22756,233854,9.73085771464247
2009-Q1,Nordeste,Gran Resistencia,1. Resto país,45497,382359,11.899026830805603
2009-Q1,Nordeste,Posadas,1. Resto país,30678,292073,10.50353849893691
2009-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,25894,199754,12.962944421638614
2009-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,127857,800429,15.973559178890321
2009-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,39244,302617,12.968207337988282
2009-Q1,Noroeste,La Rioja,3. La Rioja,24881,176427,14.102716704359311
2009-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,42344,362779,11.672119940790399
2009-Q1,Noroeste,Salta,2. NOA-Resto,90326,525148,17.20010358984515
2009-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,36799,306806,11.994224363278423
2009-Q1,Pampeana,Concordia,1. Resto país,17274,149773,11.533453960326627
2009-Q1,Pampeana,Gran Cordoba,1. Resto país,272824,1388597,19.64745710958615
2009-Q1,Pampeana,Gran La Plata,1. Resto país,174242,735767,23.681681836777134
2009-Q1,Pampeana,Gran Parana,1. Resto país,44568,271919,16.390175015353837
2009-Q1,Pampeana,Gran Rosario,1. Resto país,189203,1250456,15.130720313229734
2009-Q1,Pampeana,Gran Santa Fe,1. Resto país,75441,499001,15.118406576339527
2009-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,101204,610727,16.571070216315963
2009-Q1,Pampeana,Rio Cuarto,1. Resto país,25762,162454,15.858027503170128
2009-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,23171,178419,12.98684557137973
2009-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,14399,118351,12.166352629044114
2009-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,17430,141763,12.29516869705071
2009-Q1,Patagonica,Neuquen - Plottier,1. Resto país,45849,259446,17.671885479059227
2009-Q1,Patagonica,Rawson - Trelew,1. Resto país,14185,126778,11.188849800438563
2009-Q1,Patagonica,Rio Gallegos,1. Resto país,12936,89495,14.454438795463433
2009-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,15470,118124,13.096407165351664
2009-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,9138,74898,12.200592806216454
2009-Q2,Cuyo,Gran Mendoza,1. Resto país,153777,894112,17.198852045381336
2009-Q2,Cuyo,Gran San Juan,1. Resto país,62554,461551,13.552998476874711
2009-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,21371,198024,10.792126206924413
2009-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,960993,2985876,32.18462521551464
2009-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,1113405,9950214,11.189759335829361
2009-Q2,Nordeste,Corrientes,1. Resto país,57216,352316,16.23996639380556
2009-Q2,Nordeste,Formosa,1. Resto país,22757,234956,9.685643269378097
2009-Q2,Nordeste,Gran Resistencia,1. Resto país,55190,383751,14.381721480856077
2009-Q2,Nordeste,Posadas,1. Resto país,28178,293206,9.61030811102092
2009-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,27965,200690,13.934426229508196
2009-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,133539,802407,16.642302472436057
2009-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,38023,303744,12.518107353560893
2009-Q2,Noroeste,La Rioja,3. La Rioja,24679,177425,13.90953924193321
2009-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,41073,364178,11.278276007886253
2009-Q2,Noroeste,Salta,2. NOA-Resto,91748,527306,17.399384797442092
2009-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,44323,307395,14.418907269148814
2009-Q2,Pampeana,Concordia,1. Resto país,15852,150197,10.554138897581176
2009-Q2,Pampeana,Gran Cordoba,1. Resto país,286872,1391637,20.61399632231681
2009-Q2,Pampeana,Gran La Plata,1. Resto país,144569,737421,19.60467629752882
2009-Q2,Pampeana,Gran Parana,1. Resto país,42939,272732,15.744027103530206
2009-Q2,Pampeana,Gran Rosario,1. Resto país,207118,1252439,16.537172668688854
2009-Q2,Pampeana,Gran Santa Fe,1. Resto país,81575,500274,16.30606427677633
2009-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,115886,612093,18.9327438804234
2009-Q2,Pampeana,Rio Cuarto,1. Resto país,26774,162820,16.44392580764034
2009-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,24572,178632,13.75565408213534
2009-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,16038,118848,13.494547657512115
2009-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,18241,142042,12.841976316864026
2009-Q2,Patagonica,Neuquen - Plottier,1. Resto país,41668,260471,15.99717434954371
2009-Q2,Patagonica,Rawson - Trelew,1. Resto país,13743,127203,10.803990471922832
2009-Q2,Patagonica,Rio Gallegos,1. Resto país,13793,89831,15.35438768353909
2009-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,15290,118863,12.863548791465806
2009-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,10257,75118,13.654516893421018
2009-Q3,Cuyo,Gran Mendoza,1. Resto país,153752,895875,17.162215710897165
2009-Q3,Cuyo,Gran San Juan,1. Resto país,63247,463005,13.660111661861102
2009-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,23137,199205,11.61466830651841
2009-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,941990,2987381,31.53230203981347
2009-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,1105298,9973594,11.082243772906738
2009-Q3,Nordeste,Corrientes,1. Resto país,57859,353583,16.363626079308112
2009-Q3,Nordeste,Formosa,1. Resto país,25109,236109,10.63449508489723
2009-Q3,Nordeste,Gran Resistencia,1. Resto país,47840,385085,12.423231234662477
2009-Q3,Nordeste,Posadas,1. Resto país,30021,294412,10.196934907544529
2009-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,27627,201631,13.701762129831227
2009-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,134571,804591,16.725392155766098
2009-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,40865,304966,13.399854409999804
2009-Q3,Noroeste,La Rioja,3. La Rioja,23656,178464,13.255334409180563
2009-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,36726,365575,10.046091773233947
2009-Q3,Noroeste,Salta,2. NOA-Resto,86595,529475,16.354879833797632
2009-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,45086,308063,14.635318100518399
2009-Q3,Pampeana,Concordia,1. Resto país,14326,150674,9.507944303595844
2009-Q3,Pampeana,Gran Cordoba,1. Resto país,280480,1394738,20.109870097466334
2009-Q3,Pampeana,Gran La Plata,1. Resto país,155778,739085,21.077142683182583
2009-Q3,Pampeana,Gran Parana,1. Resto país,44714,273608,16.342358410572793
2009-Q3,Pampeana,Gran Rosario,1. Resto país,202052,1254423,16.10716640240174
