fecha,REGION,AGLOMERADO,la_rioja_region,mayor_25_superior,pob_tot,porc_mayor_25_superior
2017-Q3,Pampeana,Gran Rosario,1. Resto país,237960,1297634,18.337990527375208
2017-Q3,Pampeana,Gran Santa Fe,1. Resto país,97468,521626,18.685418288198825
2017-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,118723,628870,18.87878257827532
2017-Q3,Pampeana,Rio Cuarto,1. Resto país,35611,173455,20.530396932922084
2017-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,27258,186224,14.637211100610017
2017-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,19490,124013,15.716094280438341
2017-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,35062,222791,15.737619562729193
2017-Q3,Patagonica,Neuquen - Plottier,1. Resto país,46937,296069,15.853399038737592
2017-Q3,Patagonica,Rawson - Trelew,1. Resto país,17501,137245,12.751648511785493
2017-Q3,Patagonica,Rio Gallegos,1. Resto país,18393,115563,15.915993873471612
2017-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,25081,154062,16.279809427373397
2017-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,16668,89299,18.665382591070447
2017-Q4,Cuyo,Gran Mendoza,1. Resto país,211854,942870,22.469057240128542
2017-Q4,Cuyo,Gran San Juan,1. Resto país,87461,503311,17.37712865405286
2017-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,33283,226353,14.704024245315944
2017-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1140881,2935919,38.85941676183845
2017-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,1674300,12010803,13.939950559508802
2017-Q4,Nordeste,Corrientes,1. Resto país,80462,371944,21.63282644699202
2017-Q4,Nordeste,Formosa,1. Resto país,32289,245653,13.14415048869747
2017-Q4,Nordeste,Gran Resistencia,1. Resto país,48252,385734,12.509138421813995
2017-Q4,Nordeste,Posadas,1. Resto país,65024,359609,18.081861132507807
2017-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,38934,216261,18.003246077656165
2017-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,157278,884721,17.777129739205918
2017-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,68865,337992,20.374742597457928
2017-Q4,Noroeste,La Rioja,3. La Rioja,34019,206692,16.45878892264819
2017-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,63553,383981,16.55107935028035
2017-Q4,Noroeste,Salta,2. NOA-Resto,118059,615880,19.16915632915503
2017-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,73149,309860,23.607112889692118
2017-Q4,Pampeana,Concordia,1. Resto país,14541,109395,13.292197998080352
2017-Q4,Pampeana,Gran Cordoba,1. Resto país,307401,1537827,19.9893095907407
2017-Q4,Pampeana,Gran La Plata,1. Resto país,213244,868043,24.566064123551484
2017-Q4,Pampeana,Gran Parana,1. Resto país,42568,219360,19.405543398978846
2017-Q4,Pampeana,Gran Rosario,1. Resto país,262514,1299695,20.198123405875997
2017-Q4,Pampeana,Gran Santa Fe,1. Resto país,94624,522715,18.102407621744163
2017-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,123626,630145,19.618659197486295
2017-Q4,Pampeana,Rio Cuarto,1. Resto país,31440,173861,18.083411460879667
2017-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,30806,186432,16.523987298317884
2017-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,16583,124331,13.337783818999286
2017-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,35526,223912,15.866054521419128
2017-Q4,Patagonica,Neuquen - Plottier,1. Resto país,46031,297076,15.494688227928208
2017-Q4,Patagonica,Rawson - Trelew,1. Resto país,20328,137583,14.775081223697695
2017-Q4,Patagonica,Rio Gallegos,1. Resto país,22177,116077,19.105421401311197
2017-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,23942,154906,15.45582482279576
2017-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,16658,89559,18.60002903114148
2018-Q1,Cuyo,Gran Mendoza,1. Resto país,206438,944771,21.850586015023747
2018-Q1,Cuyo,Gran San Juan,1. Resto país,86592,504432,17.166238462270435
2018-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,35813,227274,15.757631757262159
2018-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1138007,2938859,38.72274920300702
2018-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,1674405,12049417,13.896149498353322
2018-Q1,Nordeste,Corrientes,1. Resto país,82037,372691,22.0120689793958
2018-Q1,Nordeste,Formosa,1. Resto país,38020,246169,15.444674187245347
2018-Q1,Nordeste,Gran Resistencia,1. Resto país,55364,386307,14.331606727292023
2018-Q1,Nordeste,Posadas,1. Resto país,62922,360950,17.432331347832108
2018-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,40492,216964,18.663004000663705
2018-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,151107,886147,17.05213694793302
2018-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,71573,338820,21.12419573815005
2018-Q1,Noroeste,La Rioja,3. La Rioja,33295,207754,16.026165561192567
2018-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,53852,384811,13.9944024469155
2018-Q1,Noroeste,Salta,2. NOA-Resto,117968,617839,19.093647374154106
2018-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,75107,310310,24.20386065547356
2018-Q1,Pampeana,Concordia,1. Resto país,16155,109459,14.758950840040564
2018-Q1,Pampeana,Gran Cordoba,1. Resto país,334706,1540192,21.731446469011654
2018-Q1,Pampeana,Gran La Plata,1. Resto país,209897,870693,24.106889569572743
2018-Q1,Pampeana,Gran Parana,1. Resto país,47823,219653,21.7720677614237
2018-Q1,Pampeana,Gran Rosario,1. Resto país,259422,1301703,19.929430907050225
2018-Q1,Pampeana,Gran Santa Fe,1. Resto país,99862,523754,19.066584694341238
2018-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,129592,631512,20.520908549639593
2018-Q1,Pampeana,Rio Cuarto,1. Resto país,33997,174264,19.50890602763623
2018-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,29942,186676,16.039555165098886
2018-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,20653,124672,16.56586883983573
2018-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,35071,225129,15.578179621461475
2018-Q1,Patagonica,Neuquen - Plottier,1. Resto país,41358,298189,13.869726918162643
2018-Q1,Patagonica,Rawson - Trelew,1. Resto país,22118,138015,16.025794297721262
2018-Q1,Patagonica,Rio Gallegos,1. Resto país,19608,116658,16.8081057449982
2018-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,27976,155872,17.94805994662287
2018-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,16707,90026,18.55797214138138
2018-Q2,Cuyo,Gran Mendoza,1. Resto país,199286,946469,21.055734524849733
2018-Q2,Cuyo,Gran San Juan,1. Resto país,77188,505499,15.269664232768019
2018-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,37874,228185,16.59793588535618
2018-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1046887,2941681,35.588053225349725
2018-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,1728957,12086678,14.304650128016979
2018-Q2,Nordeste,Corrientes,1. Resto país,85399,373410,22.870035617685655
2018-Q2,Nordeste,Formosa,1. Resto país,36181,246938,14.65185593144838
2018-Q2,Nordeste,Gran Resistencia,1. Resto país,61817,386723,15.98482634857508
2018-Q2,Nordeste,Posadas,1. Resto país,65668,362058,18.13742549536262
2018-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,39612,217555,18.207809519431866
2018-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,145714,887657,16.41557493491292
2018-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,68727,339634,20.23560656471378
2018-Q2,Noroeste,La Rioja,3. La Rioja,33420,208533,16.026240451151615
2018-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,56584,385548,14.676253021673046
2018-Q2,Noroeste,Salta,2. NOA-Resto,122488,619740,19.76441733630232
2018-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,68324,310734,21.987938236562464
2018-Q2,Pampeana,Concordia,1. Resto país,14323,109638,13.063901202137945
2018-Q2,Pampeana,Gran Cordoba,1. Resto país,341254,1542594,22.12208785979979
2018-Q2,Pampeana,Gran La Plata,1. Resto país,202410,873123,23.182300775492113
2018-Q2,Pampeana,Gran Parana,1. Resto país,48301,220036,21.95140795142613
2018-Q2,Pampeana,Gran Rosario,1. Resto país,248241,1303665,19.041778370977205
2018-Q2,Pampeana,Gran Santa Fe,1. Resto país,108244,524805,20.625565686302533
2018-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,117855,632819,18.623808703594552
2018-Q2,Pampeana,Rio Cuarto,1. Resto país,36120,174580,20.689655172413794
2018-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,30713,187097,16.415549153647575
2018-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,22787,125034,18.22464289713198
2018-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,36960,226270,16.334467671366067
2018-Q2,Patagonica,Neuquen - Plottier,1. Resto país,48059,299063,16.069858190414728
2018-Q2,Patagonica,Rawson - Trelew,1. Resto país,20599,138301,14.894324697579917
2018-Q2,Patagonica,Rio Gallegos,1. Resto país,22874,117252,19.50840923822195
2018-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,25104,156783,16.011940070033106
2018-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,18870,90361,20.882903022321578
2018-Q3,Cuyo,Gran Mendoza,1. Resto país,186143,948165,19.63192060453613
2018-Q3,Cuyo,Gran San Juan,1. Resto país,81656,506767,16.113124966700674
2018-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,35848,229121,15.64588143382754
2018-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1035758,2944678,35.1738967724145
2018-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,1780468,12126201,14.68281780913907
2018-Q3,Nordeste,Corrientes,1. Resto país,78624,374265,21.00757484669953
2018-Q3,Nordeste,Formosa,1. Resto país,34297,247667,13.84802981422636
2018-Q3,Nordeste,Gran Resistencia,1. Resto país,57004,387295,14.718496236718781
2018-Q3,Nordeste,Posadas,1. Resto país,62990,363157,17.34511519810991
2018-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,38665,218239,17.716815051388615
2018-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,147001,889239,16.53110131247055
2018-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,68396,340485,20.087815909658282
2018-Q3,Noroeste,La Rioja,3. La Rioja,35543,209291,16.98257450153136
2018-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,66575,386461,17.226835308090596
2018-Q3,Noroeste,Salta,2. NOA-Resto,126026,621740,20.26988773442275
2018-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,67613,311185,21.727589697446856
2018-Q3,Pampeana,Concordia,1. Resto país,12532,109672,11.426799912466263
2018-Q3,Pampeana,Gran Cordoba,1. Resto país,329983,1545122,21.356436579118025
2018-Q3,Pampeana,Gran La Plata,1. Resto país,193335,875772,22.07595127498938
2018-Q3,Pampeana,Gran Parana,1. Resto país,48056,220286,21.81527650418093
2018-Q3,Pampeana,Gran Rosario,1. Resto país,280062,1305977,21.444634936143594
2018-Q3,Pampeana,Gran Santa Fe,1. Resto país,105063,526102,19.97008184724635
2018-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,132397,634187,20.876649947097622
2018-Q3,Pampeana,Rio Cuarto,1. Resto país,38174,174941,21.821071103972194
2018-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,29644,187399,15.818654315124414
2018-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,19040,125347,15.189833023526688
2018-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,42021,227486,18.471905963443906
2018-Q3,Patagonica,Neuquen - Plottier,1. Resto país,45789,300162,15.254762428288723
2018-Q3,Patagonica,Rawson - Trelew,1. Resto país,20431,138908,14.708296138451349
2018-Q3,Patagonica,Rio Gallegos,1. Resto país,22630,117776,19.21444097269393
2018-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,23290,157735,14.76527086569246
2018-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,19508,90688,21.51111503175723
2018-Q4,Cuyo,Gran Mendoza,1. Resto país,217306,949894,22.876868366365088
2018-Q4,Cuyo,Gran San Juan,1. Resto país,86144,507826,16.96329057590592
2018-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,38680,230017,16.816148371642097
2018-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1146084,2947807,38.8792074922137
2018-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,1766037,12166077,14.516076135306394
2018-Q4,Nordeste,Corrientes,1. Resto país,78687,374947,20.986166044801
2018-Q4,Nordeste,Formosa,1. Resto país,34752,248379,13.99152102230865
2018-Q4,Nordeste,Gran Resistencia,1. Resto país,55279,387877,14.251682878850769
2018-Q4,Nordeste,Posadas,1. Resto país,64404,364398,17.67408163601337
2018-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,39878,218804,18.22544377616497
2018-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,156435,890804,17.56110210551367
2018-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,72370,341380,21.199250102525045
2018-Q4,Noroeste,La Rioja,3. La Rioja,39443,210314,18.75433875063001
2018-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,59559,387274,15.379033965616076
2018-Q4,Noroeste,Salta,2. NOA-Resto,114305,623746,18.32556842047885
2018-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,69206,311677,22.204397501259315
2018-Q4,Pampeana,Concordia,1. Resto país,13530,109825,12.319599362622354
2018-Q4,Pampeana,Gran Cordoba,1. Resto país,329097,1547720,21.263342206600676
2018-Q4,Pampeana,Gran La Plata,1. Resto país,205225,878440,23.362437958198626
2018-Q4,Pampeana,Gran Parana,1. Resto país,47389,220615,21.480407043945334
2018-Q4,Pampeana,Gran Rosario,1. Resto país,271924,1308143,20.787024048594073
2018-Q4,Pampeana,Gran Santa Fe,1. Resto país,101340,527008,19.2293096119983
2018-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,128928,635557,20.28582802171953
2018-Q4,Pampeana,Rio Cuarto,1. Resto país,34966,175271,19.94967792732397
2018-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,30072,187549,16.0342097265248
2018-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,18353,125598,14.612493829519579
2018-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,42299,228693,18.495974953321703
2018-Q4,Patagonica,Neuquen - Plottier,1. Resto país,60297,301196,20.01919016188794
2018-Q4,Patagonica,Rawson - Trelew,1. Resto país,23835,139186,17.124567126004052
2018-Q4,Patagonica,Rio Gallegos,1. Resto país,21977,118536,18.54035904704056
2018-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,23291,158737,14.67269760673315
2018-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,18459,91015,20.28127231774982
2019-Q1,Cuyo,Gran Mendoza,1. Resto país,222803,1014109,21.970320744614238
2019-Q1,Cuyo,Gran San Juan,1. Resto país,83000,529233,15.683073428905606
2019-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,42400,231029,18.35267433958507
2019-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1218962,2996491,40.67964829528939
2019-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,1722927,12206934,14.114330428918514
2019-Q1,Nordeste,Corrientes,1. Resto país,76403,375733,20.334386386077348
2019-Q1,Nordeste,Formosa,1. Resto país,39006,249109,15.658205845633837
2019-Q1,Nordeste,Gran Resistencia,1. Resto país,65042,410507,15.844309597643887
2019-Q1,Nordeste,Posadas,1. Resto país,67556,365595,18.478370874875203
2019-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,41037,219495,18.69609786099911
2019-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,144667,892466,16.209805191458273
2019-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,75603,342356,22.083153208940402
2019-Q1,Noroeste,La Rioja,3. La Rioja,41420,216968,19.090372773865273
2019-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,57761,397333,14.537176625148177
2019-Q1,Noroeste,Salta,2. NOA-Resto,109499,625691,17.500491456645534
2019-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,75471,312174,24.175940340963695
2019-Q1,Pampeana,Concordia,1. Resto país,20005,159534,12.539646721075131
2019-Q1,Pampeana,Gran Cordoba,1. Resto país,361544,1550275,23.321281708084047
2019-Q1,Pampeana,Gran La Plata,1. Resto país,204981,881114,23.263845540985617
2019-Q1,Pampeana,Gran Parana,1. Resto país,61348,278433,22.033307833482382
2019-Q1,Pampeana,Gran Rosario,1. Resto país,258232,1310371,19.706785330261432
2019-Q1,Pampeana,Gran Santa Fe,1. Resto país,107382,528286,20.326489818015244
2019-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,125366,637016,19.680196415788615
2019-Q1,Pampeana,Rio Cuarto,1. Resto país,36068,175582,20.54196899454386
2019-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,27851,192734,14.450486162275467
2019-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,21466,125977,17.03961834303087
2019-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,34458,229961,14.98427994312079
2019-Q1,Patagonica,Neuquen - Plottier,1. Resto país,52374,302161,17.333143589013805
2019-Q1,Patagonica,Rawson - Trelew,1. Resto país,24298,143500,16.93240418118467
2019-Q1,Patagonica,Rio Gallegos,1. Resto país,19080,119092,16.021227286467603
2019-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,25824,159868,16.153326494357845
2019-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,15874,81504,19.47634471927758
2019-Q2,Cuyo,Gran Mendoza,1. Resto país,209194,1016236,20.585179033216694
2019-Q2,Cuyo,Gran San Juan,1. Resto país,80540,530523,15.181245676436273
2019-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,37185,231961,16.030712059354805
2019-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1208538,2997271,40.32127892339398
2019-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,1919224,12245357,15.673075109202614
2019-Q2,Nordeste,Corrientes,1. Resto país,78339,376570,20.803303502668825
2019-Q2,Nordeste,Formosa,1. Resto país,35810,249850,14.332599559735842
2019-Q2,Nordeste,Gran Resistencia,1. Resto país,61162,411172,14.875040129191678
2019-Q2,Nordeste,Posadas,1. Resto país,68622,366797,18.708440908731532
2019-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,42125,220252,19.125819515827324
2019-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,157208,894102,17.582781382884725
2019-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,79768,343088,23.250011658816398
2019-Q2,Noroeste,La Rioja,3. La Rioja,36501,217984,16.744806958308867
2019-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,58132,398448,14.589607677789823
2019-Q2,Noroeste,Salta,2. NOA-Resto,120890,627612,19.26190066474191
2019-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,71801,312624,22.967206612416195
2019-Q2,Pampeana,Concordia,1. Resto país,18944,159603,11.869451075481036
2019-Q2,Pampeana,Gran Cordoba,1. Resto país,353872,1552783,22.789533373304575
2019-Q2,Pampeana,Gran La Plata,1. Resto país,206002,883765,23.309590219119336
2019-Q2,Pampeana,Gran Parana,1. Resto país,62724,278644,22.510443433197917
2019-Q2,Pampeana,Gran Rosario,1. Resto país,255983,1312443,19.504313711147837
2019-Q2,Pampeana,Gran Santa Fe,1. Resto país,105726,529293,19.974947713270343
2019-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,137559,638321,21.55012916698652
2019-Q2,Pampeana,Rio Cuarto,1. Resto país,36939,175913,20.998448096502248
2019-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,32159,193034,16.6597594206202
2019-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,22767,126274,18.02983987202433
2019-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,34421,231202,14.887846990942984
2019-Q2,Patagonica,Neuquen - Plottier,1. Resto país,56352,303162,18.588081619728065
2019-Q2,Patagonica,Rawson - Trelew,1. Resto país,24488,143863,17.021749859241083
2019-Q2,Patagonica,Rio Gallegos,1. Resto país,20554,119731,17.166815611662813
2019-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,24367,160665,15.166339899791492
2019-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,17708,81649,21.68795698661343
2019-Q3,Cuyo,Gran Mendoza,1. Resto país,220609,1018403,21.662249620238747
2019-Q3,Cuyo,Gran San Juan,1. Resto país,85587,531762,16.094982341724307
2019-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,39009,232904,16.748960945282178
2019-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1183242,2997776,39.470660916626194
2019-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,1883976,12284332,15.336413896986828
2019-Q3,Nordeste,Corrientes,1. Resto país,80392,377371,21.303173799788535
2019-Q3,Nordeste,Formosa,1. Resto país,35043,250413,13.994081776904554
2019-Q3,Nordeste,Posadas,1. Resto país,66059,368045,17.94862041326468
2019-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,41491,220958,18.777776772056228
2019-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,174865,895571,19.52553175571786
2019-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,76930,344017,22.362266980992217
2019-Q3,Noroeste,La Rioja,3. La Rioja,34988,218988,15.977131167004584
2019-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,60444,399269,15.138665911954096
2019-Q3,Noroeste,Salta,2. NOA-Resto,126373,629759,20.066882728154738
2019-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,71117,312978,22.7226833834966
2019-Q3,Pampeana,Concordia,1. Resto país,17421,159932,10.892754420628767
2019-Q3,Pampeana,Gran Cordoba,1. Resto país,328316,1555052,21.112863106828584
2019-Q3,Pampeana,Gran La Plata,1. Resto país,212102,886348,23.929878557857638
2019-Q3,Pampeana,Gran Parana,1. Resto país,68186,279015,24.438112646273495
2019-Q3,Pampeana,Gran Rosario,1. Resto país,295406,1314593,22.471289593052752
2019-Q3,Pampeana,Gran Santa Fe,1. Resto país,104238,530522,19.64819555079714
2019-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,143307,639738,22.400889113981037
2019-Q3,Pampeana,Rio Cuarto,1. Resto país,33645,176281,19.08600473108276
2019-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,30924,193383,15.991064364499467
2019-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,25126,126656,19.837986356745834
2019-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,45466,232428,19.561326518319653
2019-Q3,Patagonica,Neuquen - Plottier,1. Resto país,59679,304239,19.615828345478388
2019-Q3,Patagonica,Rawson - Trelew,1. Resto país,24932,144260,17.28268404270068
2019-Q3,Patagonica,Rio Gallegos,1. Resto país,21520,120403,17.873308804597894
2019-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,25690,161743,15.88322214871741
2019-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,18948,81989,23.11041725109466
2019-Q4,Cuyo,Gran Mendoza,1. Resto país,234863,1020236,23.02045801167573
2019-Q4,Cuyo,Gran San Juan,1. Resto país,99290,532922,18.63124434720278
2019-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,41131,233725,17.59803187506685
2019-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1310054,2998474,43.69069066465142
2019-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,1872111,12322320,15.192845178505346
2019-Q4,Nordeste,Corrientes,1. Resto país,73161,378118,19.348721827577634
2019-Q4,Nordeste,Formosa,1. Resto país,33452,251184,13.317727243773488
2019-Q4,Nordeste,Gran Resistencia,1. Resto país,66746,412443,16.18308469291514
2019-Q4,Nordeste,Posadas,1. Resto país,65008,369033,17.615768779485848
2019-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,41909,221345,18.93379114052723
2019-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,157063,896973,17.510337546392144
2019-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,76340,344869,22.135941473429043
2019-Q4,Noroeste,La Rioja,3. La Rioja,36596,219814,16.648621106935867
2019-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,55545,400225,13.878443375601224
2019-Q4,Noroeste,Salta,2. NOA-Resto,133154,631521,21.084651183412745
2019-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,64109,313447,20.452899533254428
2019-Q4,Pampeana,Concordia,1. Resto país,19380,160230,12.095113274667666
2019-Q4,Pampeana,Gran Cordoba,1. Resto país,314656,1557747,20.199429047207282
2019-Q4,Pampeana,Gran La Plata,1. Resto país,217868,888768,24.5134838338014
2019-Q4,Pampeana,Gran Parana,1. Resto país,67705,279475,24.225780481259505
2019-Q4,Pampeana,Gran Rosario,1. Resto país,251527,1316642,19.103674347316886
2019-Q4,Pampeana,Gran Santa Fe,1. Resto país,121346,531530,22.829567475024927
2019-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,155293,641039,24.22520314676642
2019-Q4,Pampeana,Rio Cuarto,1. Resto país,35999,176789,20.36269224895214
2019-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,30257,193662,15.623612272929124
2019-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,22967,126960,18.08994959042218
2019-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,42524,233527,18.20945757878104
2019-Q4,Patagonica,Neuquen - Plottier,1. Resto país,54825,305257,17.96027609522468
2019-Q4,Patagonica,Rawson - Trelew,1. Resto país,22903,144693,15.828685561844733
2019-Q4,Patagonica,Rio Gallegos,1. Resto país,17467,120938,14.442937703616728
2019-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,24576,162597,15.114670012361852
2019-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,15994,82215,19.45387094812382
2020-Q1,Cuyo,Gran Mendoza,1. Resto país,242356,1022452,23.70341101587165
2020-Q1,Cuyo,Gran San Juan,1. Resto país,97609,534070,18.27644316288127
2020-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,40290,234666,17.16908286671269
2020-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1301562,2999155,43.397623663998694
2020-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,1717932,12360412,13.898662924828074
2020-Q1,Nordeste,Corrientes,1. Resto país,79972,378840,21.109703304825256
2020-Q1,Nordeste,Formosa,1. Resto país,34764,251886,13.80148162263881
2020-Q1,Nordeste,Gran Resistencia,1. Resto país,58586,413256,14.176684670035039
2020-Q1,Nordeste,Posadas,1. Resto país,70272,370252,18.979505850069682
